contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,359,0.523677,-0.106383,0.064327,36,1.479396,119,0.082275,false,NA,NA
TRINITY_DN0_c0_g1_i10,359,0.529248,-0.084211,0.076923,35,1.402187,94,0.082031,false,NA,NA
TRINITY_DN0_c0_g1_i11,270,0.540741,-0.178082,0.16129,28,1.465116,89,0.062744,false,NA,NA
TRINITY_DN0_c0_g1_i2,231,0.52381,-0.057851,0.018182,24,1.519737,76,0.053711,false,NA,NA
TRINITY_DN0_c0_g1_i3,270,0.544444,-0.210884,0.170732,27,1.412243,90,0.0625,true,0.919298,N01555
TRINITY_DN0_c0_g1_i4,270,0.548148,-0.202703,0.163934,26,1.336888,89,0.062256,false,NA,NA
TRINITY_DN0_c0_g1_i5,359,0.520891,-0.080214,0.05814,37,1.529242,94,0.08252,false,NA,NA
TRINITY_DN0_c0_g1_i7,273,0.549451,-0.213333,0.073171,33,1.677966,90,0.061768,true,0.930556,N01558
TRINITY_DN0_c0_g1_i9,220,0.559091,-0.203252,0.030928,24,1.45615,72,0.05127,false,NA,NA
TRINITY_DN0_c0_g2_i1,1245,0.412048,0.060429,-0.030055,102,1.937241,120,0.244141,true,0.986842,N02985
TRINITY_DN0_c0_g2_i2,1265,0.411067,0.057692,-0.036242,103,1.933878,120,0.24707,false,NA,NA
TRINITY_DN0_c0_g2_i3,1251,0.410871,0.031128,-0.031208,101,1.914844,120,0.24585,false,NA,NA
TRINITY_DN2_c0_g1_i1,257,0.55642,0.174825,-0.157895,30,1.55569,84,0.058838,true,0.90681,N02840
TRINITY_DN2_c0_g1_i2,260,0.565385,0.129252,-0.168142,33,1.615211,85,0.060059,true,0.9319,N02839
TRINITY_DN2_c0_g2_i1,1293,0.399072,-0.003876,-0.014157,98,1.90367,92,0.252197,true,0.761574,N01540
TRINITY_DN23_c0_g1_i1,279,0.530466,0.175676,0.007634,39,2.050311,92,0.064453,true,1.0,N03003
