contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,1720,0.371512,-0.107981,0.082331,105,1.790068,82,0.292969,true,0.600429,N02516
TRINITY_DN0_c0_g1_i10,318,0.493711,-0.057325,0.093168,39,2.019212,101,0.07251,true,0.443966,N00846
TRINITY_DN0_c0_g1_i11,670,0.446269,0.0301,0.09434,54,1.620242,94,0.145264,true,0.972414,N01651
TRINITY_DN0_c0_g1_i13,250,0.456,-0.035088,0.044118,22,1.694915,79,0.057129,true,0.937255,N01666
TRINITY_DN0_c0_g1_i14,579,0.430052,0.076305,0.139394,50,1.87865,83,0.125488,true,0.826531,N01645
TRINITY_DN0_c0_g1_i15,686,0.440233,0.046358,0.072917,58,1.748769,94,0.146973,true,0.974138,N01651
TRINITY_DN0_c0_g1_i4,555,0.45045,0.072,0.180328,47,1.678139,83,0.123291,true,0.790087,N01645
TRINITY_DN0_c0_g1_i5,587,0.451448,0.026415,0.136646,59,1.974065,80,0.12793,true,0.836207,N00846
TRINITY_DN0_c0_g1_i6,611,0.428805,0.015267,0.117479,47,1.673777,96,0.133057,true,0.970639,N01654
TRINITY_DN0_c0_g1_i9,682,0.429619,0.064846,0.084833,59,1.882744,85,0.144531,true,0.979592,N01645
TRINITY_DN0_c0_g2_i1,608,0.356908,-0.069124,0.063939,26,1.349266,48,0.125,true,0.216941,N02516
TRINITY_DN3_c0_g1_i1,402,0.470149,0.079365,0.107981,40,1.812035,108,0.084473,true,0.598272,N00939
TRINITY_DN3_c0_g1_i2,392,0.438776,0.116279,0.127273,35,1.880482,87,0.082031,true,0.714286,N01610
TRINITY_DN1_c0_g1_i1,426,0.5,-0.004695,0.15493,36,1.352142,68,0.091553,false,NA,NA
TRINITY_DN1_c0_g1_i10,294,0.5,-0.210884,0.034014,31,1.765595,69,0.064941,true,0.990476,N02781
TRINITY_DN1_c0_g1_i11,417,0.496403,-0.014493,0.095238,41,1.596359,71,0.091064,true,0.907895,N01611
TRINITY_DN1_c0_g1_i12,426,0.504695,-0.004651,0.146919,36,1.327103,68,0.092285,true,0.707317,N01870
TRINITY_DN1_c0_g1_i13,215,0.506977,0.321101,0.301887,19,1.533408,71,0.047363,true,0.323974,N00847
TRINITY_DN1_c0_g1_i14,191,0.492147,-0.191489,0.134021,22,1.974624,63,0.042725,true,0.87037,N01663
TRINITY_DN1_c0_g1_i15,212,0.471698,-0.14,0.232143,23,1.989392,69,0.047607,false,NA,NA
TRINITY_DN1_c0_g1_i16,376,0.521277,-0.142857,-0.011111,46,1.838435,98,0.084717,true,0.966667,N01665
TRINITY_DN1_c0_g1_i17,365,0.479452,-0.142857,0.052632,40,1.946667,97,0.081299,true,0.936877,N01612
TRINITY_DN1_c0_g1_i3,297,0.505051,-0.133333,0.061224,32,1.720181,83,0.066162,true,0.995305,N02779
TRINITY_DN1_c0_g1_i4,297,0.511785,-0.223684,0.006897,34,1.84035,74,0.066895,false,NA,NA
TRINITY_DN1_c0_g1_i5,297,0.484848,-0.208333,0.058824,25,1.497278,71,0.066406,true,0.99537,N01664
TRINITY_DN1_c0_g1_i6,297,0.521886,-0.212903,0.0,35,1.812871,83,0.066406,true,0.995305,N02782
TRINITY_DN1_c0_g1_i7,353,0.484419,-0.122807,0.054945,30,1.470833,83,0.07959,true,0.672544,N01605
TRINITY_DN1_c0_g1_i8,437,0.491991,0.023256,0.135135,40,1.51342,121,0.096436,true,0.746835,N01868
TRINITY_DN1_c3_g1_i1,273,0.472527,-0.054264,0.111111,29,1.908631,70,0.062988,true,0.575949,N01874
TRINITY_DN2_c0_g1_i1,242,0.533058,0.131783,-0.168142,28,1.657534,80,0.056396,true,0.995885,N02843
TRINITY_DN2_c0_g2_i1,236,0.512712,0.140496,-0.286957,27,1.77592,78,0.054932,true,0.995781,N03235
TRINITY_DN2_c0_g3_i1,617,0.49919,-0.220779,-0.106796,61,1.668307,93,0.129395,true,0.705148,N01607
TRINITY_DN4_c0_g1_i1,394,0.469543,0.07027,0.196172,43,1.989899,124,0.085693,true,0.734848,N01613
