contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i11,500,0.468,-0.051282,-0.082707,41,1.501502,52,0.108154,true,0.466431,N02322
TRINITY_DN0_c0_g1_i12,596,0.478188,-0.14386,-0.138264,44,1.318717,85,0.130371,true,0.900316,N02319
TRINITY_DN0_c0_g1_i13,632,0.517405,-0.094801,-0.160656,63,1.502944,128,0.134033,true,0.708067,N01885
TRINITY_DN0_c0_g1_i15,405,0.481481,-0.097436,-0.066667,36,1.548428,52,0.09375,false,NA,NA
TRINITY_DN0_c0_g1_i18,231,0.554113,0.078125,-0.242718,32,1.81577,76,0.051514,true,0.991342,N01058
TRINITY_DN0_c0_g1_i19,762,0.485564,-0.097297,-0.096939,68,1.52845,128,0.15625,true,0.951344,N01885
TRINITY_DN0_c0_g1_i20,505,0.512871,-0.088803,-0.113821,52,1.578315,86,0.115479,true,0.728889,N02317
TRINITY_DN0_c0_g1_i21,599,0.499165,-0.09699,-0.133333,58,1.569196,86,0.133545,true,0.893142,N02321
TRINITY_DN0_c0_g1_i4,763,0.487549,-0.091398,-0.084399,70,1.556825,135,0.154297,true,0.966719,N02324
TRINITY_DN0_c0_g1_i5,658,0.507599,-0.101796,-0.160494,66,1.573478,128,0.138672,true,0.824584,N01885
TRINITY_DN0_c0_g1_i6,566,0.475265,-0.122677,-0.171717,46,1.461219,76,0.125,true,0.942857,N01886
TRINITY_DN0_c0_g1_i8,554,0.50361,-0.096774,-0.098182,54,1.551821,86,0.124268,true,0.799699,N02316
TRINITY_DN0_c1_g1_i1,247,0.477733,0.033898,0.224806,19,1.349727,81,0.057861,true,0.960784,N02775
TRINITY_DN0_c1_g1_i2,237,0.49789,0.067797,0.226891,16,1.094372,78,0.055176,true,0.963415,N02776
TRINITY_DN3_c0_g1_i1,323,0.510836,-0.054545,0.101266,38,1.808724,81,0.072266,true,0.485714,N02320
TRINITY_DN1_c0_g1_i1,445,0.444944,-0.141414,0.238866,34,1.575221,91,0.094727,true,0.957684,N02325
TRINITY_DN2_c0_g1_i1,249,0.429719,-0.327103,-0.183099,10,0.974178,50,0.049561,true,0.371429,N02320
