contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i10,359,0.529248,0.115789,-0.053254,38,1.53212,119,0.081299,true,0.97193,N01555
TRINITY_DN0_c0_g1_i11,524,0.454198,-0.109244,-0.013986,51,1.909949,85,0.110596,false,NA,NA
TRINITY_DN0_c0_g1_i13,542,0.45941,-0.052209,-0.064846,53,1.858326,120,0.118896,true,0.861465,N01923
TRINITY_DN0_c0_g1_i14,1212,0.409241,-0.060484,0.047486,98,1.938282,85,0.239014,true,0.989474,N02985
TRINITY_DN0_c0_g1_i2,1213,0.408904,-0.060484,0.046025,98,1.939882,85,0.239014,true,0.990351,N02985
TRINITY_DN0_c0_g1_i5,282,0.531915,0.066667,-0.015152,30,1.510714,69,0.065186,false,NA,NA
TRINITY_DN0_c0_g1_i7,359,0.532033,0.109948,-0.083333,34,1.354717,94,0.079102,false,NA,NA
TRINITY_DN0_c0_g1_i9,359,0.532033,0.078534,-0.059524,39,1.544682,94,0.081299,false,NA,NA
TRINITY_DN1_c0_g1_i1,205,0.57561,-0.152542,0.08046,26,1.567647,67,0.047607,true,0.731183,N02839
TRINITY_DN1_c0_g1_i2,1139,0.386304,-0.018182,0.004292,82,1.930349,66,0.225586,true,0.647377,N01540
TRINITY_DN2_c0_g1_i1,288,0.559028,-0.204969,0.055118,38,1.762887,95,0.064209,true,1.0,N01558
TRINITY_DN2_c0_g2_i1,279,0.530466,-0.175676,-0.007634,39,2.050311,92,0.064453,true,1.0,N03003
