contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN19_c0_g1_i1,207,0.507246,-0.161905,0.058824,29,2.236587,68,0.047119,true,0.932367,N02845
TRINITY_DN41_c2_g1_i1,508,0.525591,-0.048689,-0.153527,57,1.628571,74,0.107422,true,1.0,N02300
TRINITY_DN68_c0_g1_i1,231,0.471861,-0.06422,0.04918,25,1.952333,77,0.053223,true,1.0,N01796
TRINITY_DN27_c0_g1_i1,240,0.504167,-0.041322,-0.042017,28,1.83908,80,0.055664,true,1.0,N01816
TRINITY_DN27_c0_g2_i1,240,0.533333,-0.015625,0.0,35,2.051282,79,0.055176,true,1.0,N01815
TRINITY_DN0_c0_g1_i1,329,0.525836,0.16763,0.012821,31,1.402503,84,0.072998,true,0.992157,N01841
TRINITY_DN0_c0_g1_i3,525,0.451429,0.105485,0.048611,41,1.550122,85,0.116943,true,0.96488,N01019
TRINITY_DN0_c0_g1_i6,525,0.457143,0.108333,0.052632,41,1.512543,85,0.116699,true,0.96475,N01020
TRINITY_DN0_c0_g1_i8,411,0.49635,0.156863,0.101449,33,1.33652,76,0.091309,true,0.949074,N01215
TRINITY_DN46_c0_g1_i1,237,0.535865,-0.149606,0.036364,37,2.224505,78,0.054688,true,1.0,N01728
TRINITY_DN77_c0_g1_i1,246,0.504065,-0.064516,-0.081967,27,1.73511,81,0.056152,true,1.0,N03039
TRINITY_DN88_c0_g1_i1,234,0.495726,-0.068966,-0.033898,25,1.747312,77,0.05249,true,1.0,N02791
TRINITY_DN79_c0_g1_i1,219,0.515982,0.185841,-0.056604,29,2.060675,73,0.049805,true,1.0,N01813
TRINITY_DN9_c0_g1_i1,297,0.52862,-0.019108,-0.228571,38,1.832143,98,0.067383,true,0.996633,N02997
TRINITY_DN9_c0_g1_i10,297,0.548822,0.042945,-0.134328,45,2.015837,98,0.067627,true,0.989899,N01861
