contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN27_c3_g1_i1,204,0.509804,0.038462,0.26,22,1.662222,67,0.047363,true,0.990196,N02182
TRINITY_DN27_c3_g1_i2,204,0.5,0.019608,0.215686,20,1.569231,67,0.047119,true,1.0,N02122
TRINITY_DN27_c4_g1_i1,213,0.525822,0.0,0.247525,23,1.562181,70,0.049316,true,0.976526,N02129
TRINITY_DN27_c4_g1_i2,209,0.516746,0.037037,0.227723,20,1.43544,69,0.047852,true,0.97619,N02394
TRINITY_DN22_c0_g1_i1,202,0.306931,0.0,0.0,8,1.681582,53,0.039307,false,NA,NA
TRINITY_DN22_c0_g2_i2,380,0.405263,0.142857,-0.141593,24,1.570248,51,0.084717,false,NA,NA
TRINITY_DN22_c0_g2_i3,494,0.44332,-0.031963,-0.047273,49,2.020872,68,0.101563,true,0.517241,N00285
TRINITY_DN22_c0_g2_i4,444,0.427928,0.0,-0.062992,38,1.869474,51,0.093262,false,NA,NA
TRINITY_DN22_c0_g2_i5,430,0.418605,0.077778,-0.112,35,1.869333,68,0.093506,true,0.683168,N02555
TRINITY_DN22_c0_g3_i1,793,0.401009,-0.075472,0.044211,46,1.451168,96,0.156982,true,0.667901,N02329
TRINITY_DN22_c0_g3_i3,800,0.3975,-0.069182,0.049793,46,1.462639,79,0.158936,true,0.690447,N01397
TRINITY_DN22_c0_g3_i5,760,0.398684,-0.075908,0.059081,47,1.565294,96,0.149902,true,0.655556,N02329
TRINITY_DN22_c0_g3_i8,767,0.395046,-0.069307,0.064655,47,1.578189,72,0.1521,true,0.628779,N01397
TRINITY_DN22_c0_g3_i9,404,0.398515,-0.068323,-0.045267,22,1.377984,51,0.087402,true,0.462963,N02329
TRINITY_DN22_c0_g4_i1,202,0.292079,0.050847,-0.062937,7,1.629032,48,0.036865,false,NA,NA
TRINITY_DN22_c1_g1_i1,210,0.514286,0.148148,0.137255,19,1.399018,69,0.04834,true,0.962963,N03037
TRINITY_DN22_c1_g1_i2,232,0.508621,0.101695,0.105263,22,1.481567,71,0.053467,true,0.990741,N01903
TRINITY_DN22_c2_g1_i1,272,0.488971,-0.052632,0.136691,33,2.035374,74,0.056152,true,0.052945,N02511
TRINITY_DN29_c0_g1_i1,204,0.573529,0.059829,-0.195402,29,1.734897,68,0.047363,true,0.91866,N02967
TRINITY_DN29_c0_g2_i1,880,0.398864,0.025641,-0.047259,54,1.54386,109,0.182373,false,NA,NA
TRINITY_DN29_c0_g3_i1,1486,0.407133,0.01157,-0.007946,105,1.705358,88,0.276123,true,0.337153,N02511
TRINITY_DN29_c2_g1_i1,216,0.518519,-0.178571,0.038462,24,1.70751,72,0.050293,true,0.99537,N01992
TRINITY_DN0_c0_g1_i1,503,0.481113,-0.049587,-0.149425,53,1.825334,103,0.109375,false,NA,NA
TRINITY_DN0_c0_g1_i10,313,0.520767,-0.055215,-0.173333,36,1.701601,103,0.07251,true,0.909091,N02583
TRINITY_DN0_c0_g1_i11,325,0.510769,-0.084337,-0.106918,34,1.615497,107,0.074219,true,0.982456,N02042
TRINITY_DN0_c0_g1_i12,322,0.521739,-0.095238,-0.142857,34,1.565789,106,0.07373,true,0.973333,N02029
TRINITY_DN0_c0_g1_i13,498,0.471888,-0.012766,-0.13308,54,1.948131,102,0.110107,true,0.954198,N00872
