contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN22_c0_g1_i1,216,0.467593,0.069307,-0.165217,24,2.042553,71,0.049316,true,1.0,N02780
TRINITY_DN0_c0_g1_i1,493,0.474645,0.034188,0.027027,40,1.442258,68,0.104492,true,0.739837,N01870
TRINITY_DN0_c0_g1_i10,297,0.498316,-0.189189,0.020134,32,1.8,69,0.065674,true,0.990476,N02781
TRINITY_DN0_c0_g1_i11,494,0.475709,0.038298,0.027027,40,1.433338,68,0.104736,true,0.739837,N01870
TRINITY_DN0_c0_g1_i12,213,0.507042,-0.148148,-0.009524,22,1.643058,45,0.047363,false,NA,NA
TRINITY_DN0_c0_g1_i13,439,0.507973,0.013453,0.166667,36,1.27144,67,0.095459,false,NA,NA
TRINITY_DN0_c0_g1_i17,300,0.503333,-0.112583,0.04698,33,1.759062,83,0.066895,true,0.995305,N02779
TRINITY_DN0_c0_g1_i18,481,0.471933,0.022026,0.007874,43,1.606322,70,0.103027,true,0.705882,N01869
TRINITY_DN0_c0_g1_i2,490,0.465306,-0.008772,0.022901,49,1.847634,128,0.103516,true,0.737374,N01613
TRINITY_DN0_c0_g1_i3,300,0.516667,-0.187097,-0.02069,35,1.811594,74,0.067627,false,NA,NA
TRINITY_DN0_c0_g1_i4,396,0.454545,0.111111,0.12037,36,1.782,69,0.084961,true,0.676471,N01869
TRINITY_DN0_c0_g1_i5,487,0.476386,0.043103,0.019608,41,1.486635,72,0.102783,true,0.710327,N01605
TRINITY_DN0_c0_g1_i6,300,0.52,-0.192308,-0.013889,36,1.843318,83,0.067139,true,0.995305,N02782
TRINITY_DN0_c0_g1_i7,493,0.470588,0.025862,0.042146,41,1.503161,68,0.103516,true,0.7225,N01608
TRINITY_DN0_c0_g2_i1,349,0.455587,0.194969,0.094737,29,1.664638,62,0.071533,true,0.49676,N00847
TRINITY_DN0_c1_g1_i1,287,0.473868,0.058824,-0.165563,31,1.930773,89,0.064697,true,0.940789,N01611
TRINITY_DN3_c0_g1_i1,301,0.438538,0.060606,-0.136095,32,2.219355,70,0.065674,true,0.960133,N01612
TRINITY_DN1_c0_g1_i1,1360,0.402206,-0.159049,0.109471,96,1.790701,100,0.24707,true,0.42995,N02516
TRINITY_DN1_c0_g1_i10,717,0.419805,-0.003322,0.067308,60,1.899338,99,0.14917,true,0.962003,N01654
TRINITY_DN1_c0_g1_i14,684,0.431287,0.064407,0.079692,61,1.925782,85,0.14502,true,0.975219,N01645
TRINITY_DN1_c0_g1_i15,695,0.461871,0.021807,0.080214,68,1.835482,82,0.150879,true,0.988506,N00846
TRINITY_DN1_c0_g1_i16,679,0.443299,0.043189,0.095238,60,1.802017,85,0.145996,true,0.932945,N01645
TRINITY_DN1_c0_g1_i3,352,0.454545,-0.025,-0.03125,33,1.816135,79,0.080078,true,0.94902,N01666
TRINITY_DN1_c0_g1_i5,415,0.501205,-0.067308,0.033816,49,1.888641,101,0.093994,false,NA,NA
TRINITY_DN1_c0_g1_i6,709,0.442877,0.031847,0.063291,62,1.785169,94,0.150146,true,0.925862,N01651
TRINITY_DN1_c0_g1_i7,691,0.454414,0.044586,0.071618,57,1.601098,94,0.149658,true,0.975862,N01651
TRINITY_DN1_c0_g1_i9,696,0.442529,0.064935,0.056701,58,1.70935,94,0.148438,true,0.977586,N01651
TRINITY_DN1_c0_g2_i1,488,0.358607,0.028571,-0.047923,28,1.786144,51,0.104004,true,0.152609,N02516
TRINITY_DN8_c0_g1_i1,212,0.485849,0.067961,-0.174312,20,1.606061,68,0.04834,true,1.0,N00878
TRINITY_DN8_c0_g1_i2,212,0.490566,0.096154,-0.203704,17,1.345278,68,0.047852,false,NA,NA
TRINITY_DN2_c0_g1_i1,218,0.486239,0.207547,-0.160714,25,2.02753,71,0.049072,true,0.981481,N01663
TRINITY_DN2_c0_g1_i2,302,0.516556,0.102564,-0.136986,40,2.006645,99,0.068604,true,0.983333,N01665
TRINITY_DN2_c0_g1_i3,218,0.46789,0.137255,-0.258621,19,1.623041,71,0.049561,true,0.99537,N01664
TRINITY_DN4_c0_g1_i1,621,0.360709,-0.071429,0.062972,31,1.542548,48,0.12793,true,0.221944,N02516
TRINITY_DN6_c0_g1_i1,391,0.496164,-0.072165,-0.116751,35,1.462073,88,0.089355,true,0.71097,N01874
TRINITY_DN6_c0_g2_i1,327,0.525994,-0.151163,-0.264516,36,1.628892,73,0.072266,true,0.548596,N00939
TRINITY_DN6_c0_g3_i1,316,0.496835,-0.146497,-0.333333,31,1.624544,62,0.070801,true,0.703297,N01609
TRINITY_DN6_c0_g3_i3,226,0.486726,0.072727,-0.241379,25,1.8777,75,0.053223,true,0.472574,N01868
TRINITY_DN6_c0_g4_i1,336,0.488095,-0.146341,-0.27907,31,1.582979,111,0.074707,true,0.71164,N01610
TRINITY_DN10_c0_g1_i1,243,0.530864,0.131783,-0.157895,28,1.664384,80,0.056641,true,1.0,N02843
TRINITY_DN10_c0_g2_i1,237,0.510549,0.140496,-0.275862,27,1.783445,78,0.055176,true,1.0,N03235
TRINITY_DN10_c0_g3_i1,630,0.493651,-0.209003,-0.115987,61,1.66191,93,0.132324,true,0.730109,N01607
