contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN19_c2_g1_i1,279,0.444444,-0.048387,0.045161,23,1.673272,57,0.060059,true,0.608076,N02326
TRINITY_DN19_c3_g1_i1,207,0.531401,-0.090909,-0.298969,26,1.794,37,0.047852,false,NA,NA
TRINITY_DN41_c0_g1_i1,207,0.444444,0.108696,-0.147826,17,1.682927,56,0.048096,true,0.712803,N01381
TRINITY_DN27_c0_g1_i1,338,0.505917,0.087719,-0.017964,44,2.050179,76,0.077393,true,0.995671,N02758
TRINITY_DN27_c1_g1_i1,262,0.492366,-0.069767,-0.067669,26,1.645411,42,0.058594,true,0.683377,N00005
TRINITY_DN27_c2_g1_i1,223,0.497758,-0.045045,-0.053571,19,1.378334,74,0.051025,false,NA,NA
TRINITY_DN22_c0_g1_i1,286,0.517483,-0.040541,-0.014493,38,1.987928,95,0.066895,true,1.0,N01732
TRINITY_DN22_c1_g1_i1,410,0.456098,0.016043,0.040359,37,1.735698,81,0.087891,true,0.949275,N00967
TRINITY_DN57_c0_g1_i1,281,0.523132,-0.020408,-0.059701,38,1.977407,77,0.065186,true,0.876972,N00142
TRINITY_DN57_c0_g1_i2,281,0.523132,-0.034014,-0.029851,39,2.030949,77,0.065674,true,0.717949,N00140
TRINITY_DN57_c1_g1_i1,236,0.529661,0.008,-0.009009,28,1.691756,70,0.054199,true,0.957746,N01765
TRINITY_DN57_c1_g1_i2,314,0.547771,-0.081395,-0.098592,33,1.410372,70,0.072021,false,NA,NA
TRINITY_DN57_c2_g1_i1,220,0.468182,0.165049,-0.042735,19,1.620155,63,0.048584,false,NA,NA
TRINITY_DN57_c2_g1_i2,429,0.505828,0.152074,-0.028302,41,1.529478,91,0.093018,true,0.837209,N02559
TRINITY_DN57_c3_g1_i1,244,0.553279,0.007407,-0.284404,33,1.76734,76,0.056885,true,0.84669,N01251
TRINITY_DN51_c0_g1_i1,261,0.463602,0.140496,-0.1,23,1.673077,86,0.05957,false,NA,NA
TRINITY_DN51_c0_g1_i2,245,0.481633,0.135593,-0.149606,25,1.792508,80,0.054932,true,0.945098,N02752
TRINITY_DN0_c0_g1_i10,377,0.480106,0.093923,-0.081633,41,1.90404,93,0.08374,true,0.911917,N00157
TRINITY_DN0_c0_g1_i11,483,0.467909,0.132743,-0.066148,43,1.655692,104,0.104736,false,NA,NA
TRINITY_DN0_c0_g1_i12,371,0.487871,0.104972,-0.052632,37,1.694691,91,0.08252,false,NA,NA
TRINITY_DN0_c0_g1_i15,265,0.535849,0.084507,-0.04065,38,2.011988,88,0.061523,false,NA,NA
TRINITY_DN0_c0_g1_i16,296,0.489865,0.048276,-0.099338,26,1.467582,66,0.067139,true,0.642276,N00156
TRINITY_DN0_c0_g1_i18,246,0.504065,0.080645,-0.032787,28,1.803614,82,0.056396,false,NA,NA
TRINITY_DN0_c0_g1_i19,382,0.484293,0.081081,-0.055838,41,1.842588,95,0.085449,true,0.965969,N00158
TRINITY_DN0_c0_g1_i2,475,0.503158,0.046025,-0.076271,62,2.066667,105,0.10498,true,0.818352,N00275
TRINITY_DN0_c0_g1_i24,432,0.467593,0.089109,0.008696,49,2.0917,91,0.097168,true,0.877193,N00283
TRINITY_DN0_c0_g1_i25,567,0.516755,0.064846,-0.080292,76,2.016283,136,0.125977,true,0.779026,N00275
TRINITY_DN0_c0_g1_i5,563,0.476021,0.134328,-0.077966,55,1.756182,131,0.12085,true,0.99568,N02309
TRINITY_DN0_c0_g1_i6,459,0.457516,0.07619,-0.036145,49,2.051911,95,0.099609,true,0.949561,N00283
TRINITY_DN0_c0_g1_i7,432,0.453704,0.163265,-0.050847,34,1.571245,97,0.095947,true,0.892704,N00998
TRINITY_DN0_c0_g1_i8,498,0.512048,0.058824,-0.061728,69,2.121111,113,0.109619,true,0.853933,N00275
TRINITY_DN0_c0_g2_i1,311,0.549839,0.040936,-0.014286,44,1.875034,82,0.071045,true,0.694517,N00161
TRINITY_DN0_c1_g1_i1,365,0.476712,0.057471,0.057592,29,1.403102,84,0.083008,true,0.827189,N00155
TRINITY_DN0_c1_g2_i1,357,0.509804,-0.065934,0.131429,30,1.298969,74,0.079834,true,0.782895,N00965
TRINITY_DN0_c3_g1_i1,318,0.512579,-0.092025,0.058065,35,1.689948,95,0.073975,true,0.65099,N02354
TRINITY_DN0_c3_g1_i2,280,0.510714,-0.090909,0.065693,34,1.877712,93,0.064453,true,0.974026,N02383
TRINITY_DN80_c0_g1_i1,273,0.47619,0.230769,-0.020979,31,2.11575,91,0.062256,true,1.0,N02388
TRINITY_DN9_c0_g1_i1,271,0.531365,-0.055556,-0.102362,39,2.045085,90,0.061768,true,1.0,N01794
TRINITY_DN9_c0_g1_i2,271,0.516605,-0.071429,-0.083969,35,1.945641,90,0.062256,true,1.0,N01811
TRINITY_DN9_c0_g1_i3,271,0.520295,-0.021277,-0.107692,38,2.072866,90,0.063477,true,1.0,N01808
TRINITY_DN25_c0_g1_i1,217,0.460829,0.08,0.162393,22,1.9219,62,0.050293,true,0.841085,N01288
TRINITY_DN25_c0_g2_i1,369,0.457995,0.088757,-0.11,33,1.718944,65,0.081299,true,0.846354,N00927
TRINITY_DN25_c0_g2_i2,245,0.465306,-0.017544,-0.007634,30,2.262931,76,0.056641,true,0.942149,N01281
TRINITY_DN25_c0_g2_i3,401,0.486284,0.066667,0.0,40,1.694844,78,0.088135,true,0.972569,N00926
TRINITY_DN25_c0_g2_i4,407,0.447174,0.065934,-0.066667,38,1.875804,78,0.087158,false,NA,NA
TRINITY_DN25_c0_g2_i6,210,0.471429,0.050505,-0.027027,24,2.062193,64,0.049316,false,NA,NA
TRINITY_DN25_c1_g1_i1,201,0.462687,-0.075269,-0.074074,18,1.682791,60,0.045654,false,NA,NA
TRINITY_DN3_c0_g1_i1,255,0.509804,0.015385,-0.024,30,1.81108,84,0.05957,true,1.0,N01776
TRINITY_DN3_c0_g2_i1,264,0.537879,0.084507,0.0,30,1.582418,88,0.060059,true,1.0,N00234
TRINITY_DN3_c0_g2_i2,261,0.521073,0.117647,-0.024,29,1.659868,87,0.059326,true,0.992248,N01777
TRINITY_DN14_c0_g1_i1,398,0.487437,-0.041237,-0.029412,39,1.652507,81,0.09082,true,0.816017,N01249
TRINITY_DN14_c0_g2_i1,400,0.495,0.010101,-0.079208,36,1.469388,81,0.090088,true,0.9525,N01367
TRINITY_DN14_c2_g1_i1,267,0.516854,0.217391,-0.007752,32,1.883598,59,0.061523,true,0.513514,N01004
TRINITY_DN40_c0_g1_i1,246,0.463415,-0.070175,-0.151515,19,1.445716,49,0.056152,false,NA,NA
TRINITY_DN15_c0_g1_i1,243,0.493827,-0.083333,0.02439,28,1.903217,81,0.057129,true,0.96748,N00507
TRINITY_DN1_c0_g1_i1,412,0.495146,0.098039,-0.086538,42,1.679348,81,0.088867,true,0.637457,N02558
TRINITY_DN1_c0_g1_i11,363,0.520661,0.185185,-0.022989,39,1.641582,85,0.082275,false,NA,NA
TRINITY_DN1_c0_g1_i12,383,0.524804,0.104478,0.0,45,1.725225,83,0.086914,true,0.937173,N00307
TRINITY_DN1_c0_g1_i2,423,0.501182,0.09434,-0.156398,46,1.747306,83,0.092041,true,0.919622,N02557
TRINITY_DN1_c0_g1_i3,306,0.513072,0.133758,0.04698,41,2.073034,87,0.068604,false,NA,NA
TRINITY_DN1_c0_g1_i4,384,0.533854,0.112195,-0.005587,43,1.591671,83,0.086914,true,0.886525,N02557
TRINITY_DN1_c0_g1_i5,409,0.513447,0.066667,-0.005025,44,1.639577,85,0.092773,true,0.975342,N00518
TRINITY_DN1_c0_g1_i6,408,0.490196,0.14,-0.048077,46,1.914321,87,0.090332,true,0.960212,N00508
TRINITY_DN1_c0_g1_i8,378,0.521164,0.126904,0.016575,38,1.504714,81,0.084961,false,NA,NA
TRINITY_DN1_c0_g1_i9,402,0.49005,0.15736,-0.170732,42,1.784401,86,0.08667,true,0.969014,N00261
TRINITY_DN1_c0_g2_i1,414,0.429952,0.044944,-0.067797,33,1.728273,81,0.090576,true,0.915888,N02355
TRINITY_DN1_c0_g3_i1,375,0.466667,0.04,-0.08,32,1.569859,94,0.081299,true,0.913613,N02359
