contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,347,0.501441,-0.034483,-0.017341,32,1.468783,115,0.079102,true,0.974138,N02962
TRINITY_DN0_c0_g1_i10,339,0.522124,-0.096045,-0.074074,45,1.965851,113,0.075439,true,0.852417,N02894
TRINITY_DN0_c0_g1_i11,339,0.525074,-0.05618,-0.043478,38,1.631459,113,0.076172,true,0.840909,N02897
TRINITY_DN0_c0_g1_i2,347,0.507205,-0.056818,0.017544,39,1.753206,115,0.080322,true,0.988506,N02882
TRINITY_DN0_c0_g1_i3,339,0.480826,-0.042945,0.034091,31,1.585068,113,0.078125,true,0.944444,N02888
TRINITY_DN0_c0_g1_i4,387,0.509044,-0.086294,0.031579,38,1.527103,128,0.085205,true,1.0,N02900
TRINITY_DN0_c0_g1_i5,347,0.489914,-0.035294,0.016949,34,1.634978,115,0.080566,true,0.982808,N02890
TRINITY_DN0_c0_g1_i6,351,0.495726,-0.034483,0.028249,36,1.671429,117,0.080811,true,0.985876,N02892
TRINITY_DN0_c0_g1_i7,339,0.486726,-0.054545,0.045977,32,1.598585,113,0.078125,false,NA,NA
TRINITY_DN0_c0_g1_i9,280,0.510714,-0.076923,-0.094891,29,1.597796,93,0.061279,true,0.699746,N02886
TRINITY_DN0_c0_g2_i1,325,0.52,-0.136095,-0.038462,35,1.623145,108,0.072998,true,0.870968,N02852
TRINITY_DN3_c0_g1_i1,381,0.509186,0.020619,-0.048128,36,1.458373,127,0.084229,true,0.992188,N02903
TRINITY_DN1_c0_g1_i1,430,0.604651,0.153846,0.047059,76,1.980606,142,0.093506,true,0.949227,N02895
TRINITY_DN2_c0_g1_i1,239,0.493724,-0.101695,-0.173554,24,1.665022,79,0.053955,false,NA,NA
TRINITY_DN4_c0_g1_i1,418,0.636364,0.075188,0.0,81,1.924953,139,0.090332,true,0.98818,N02896
