contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i2,408,0.426471,-0.183908,-0.222222,33,1.841105,85,0.090088,true,0.947761,N02370
TRINITY_DN0_c0_g1_i3,255,0.486275,-0.129032,-0.175573,26,1.753968,79,0.058594,false,NA,NA
TRINITY_DN0_c0_g1_i4,408,0.416667,-0.2,-0.193277,31,1.823529,85,0.088379,true,0.887872,N02371
TRINITY_DN0_c0_g2_i1,346,0.442197,-0.267974,-0.264249,33,2.101988,110,0.074219,false,NA,NA
TRINITY_DN0_c0_g2_i2,301,0.431894,-0.261538,-0.22807,28,2.14126,99,0.064209,false,NA,NA
TRINITY_DN3_c0_g1_i1,722,0.479224,0.046243,-0.207447,40,0.967018,120,0.144043,false,NA,NA
TRINITY_DN3_c0_g2_i1,1045,0.439234,-0.015251,0.139932,73,1.448688,142,0.199219,true,0.288423,N02545
TRINITY_DN3_c0_g2_i2,910,0.428571,-0.066667,0.065385,66,1.586538,142,0.182861,true,0.224284,N02545
TRINITY_DN15_c0_g1_i1,239,0.476987,-0.017544,-0.088,13,0.956589,33,0.053467,false,NA,NA
TRINITY_DN1_c0_g1_i1,540,0.45,-0.119342,-0.171717,40,1.484332,87,0.118896,true,0.936759,N00173
TRINITY_DN1_c0_g1_i10,465,0.44086,-0.15122,-0.153846,33,1.49474,75,0.104004,true,0.974684,N00178
TRINITY_DN1_c0_g1_i11,529,0.440454,-0.11588,-0.175676,40,1.580284,87,0.115723,true,0.950593,N00173
TRINITY_DN1_c0_g1_i13,442,0.432127,-0.183246,-0.187251,34,1.705015,92,0.095947,true,0.814229,N00173
TRINITY_DN1_c0_g1_i15,534,0.44382,-0.113924,-0.144781,37,1.425541,75,0.119873,true,0.989873,N00178
TRINITY_DN1_c0_g1_i19,376,0.452128,-0.2,-0.097087,29,1.572088,93,0.08252,true,0.762994,N00172
