contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,273,0.542125,0.054054,-0.104,33,1.65,90,0.061768,false,NA,NA
TRINITY_DN0_c0_g1_i10,788,0.489848,-0.139896,-0.129353,68,1.467251,128,0.158936,true,0.971383,N01890
TRINITY_DN0_c0_g1_i11,294,0.452381,-0.067669,0.006211,24,1.602908,71,0.069336,false,NA,NA
TRINITY_DN0_c0_g1_i12,403,0.426799,-0.232558,-0.082251,21,1.209691,65,0.084473,true,0.566265,N02316
TRINITY_DN0_c0_g1_i15,487,0.443532,-0.12963,-0.01845,33,1.401378,40,0.108154,true,0.709062,N01890
TRINITY_DN0_c0_g1_i18,270,0.396296,-0.28972,-0.067485,8,0.823799,40,0.052734,false,NA,NA
TRINITY_DN0_c0_g1_i19,657,0.47032,-0.132686,-0.103448,50,1.400853,84,0.139404,true,0.965024,N01890
TRINITY_DN0_c0_g1_i21,405,0.550617,-0.03139,-0.175824,51,1.663043,119,0.086426,false,NA,NA
TRINITY_DN0_c0_g1_i22,397,0.465995,-0.135135,-0.04717,29,1.370595,69,0.089844,false,NA,NA
TRINITY_DN0_c0_g1_i23,376,0.43883,-0.224242,-0.052133,24,1.39604,45,0.083008,true,0.567783,N02321
TRINITY_DN0_c0_g1_i24,762,0.484252,-0.100271,-0.104326,67,1.515045,128,0.156738,true,0.951344,N01885
TRINITY_DN0_c0_g1_i25,286,0.461538,-0.257576,-0.142857,19,1.33612,61,0.066406,false,NA,NA
TRINITY_DN0_c0_g1_i26,762,0.488189,-0.11828,-0.112821,68,1.518996,128,0.155273,true,0.958665,N01890
TRINITY_DN0_c0_g1_i27,515,0.44466,-0.161572,-0.034965,30,1.210056,71,0.109863,false,NA,NA
TRINITY_DN0_c0_g1_i28,512,0.423828,-0.133641,-0.064407,32,1.417056,69,0.109375,true,0.567407,N02317
TRINITY_DN0_c0_g1_i29,388,0.458763,-0.089888,-0.028571,28,1.382716,40,0.087646,true,0.604134,N01890
TRINITY_DN0_c0_g1_i3,286,0.468531,-0.253731,-0.105263,20,1.361905,61,0.065674,true,0.417169,N02316
TRINITY_DN0_c0_g1_i30,630,0.468254,-0.091525,-0.068657,50,1.460091,84,0.137939,true,0.965024,N01890
TRINITY_DN0_c0_g1_i4,490,0.436735,-0.11215,0.007246,31,1.343653,58,0.106934,true,0.748808,N01890
TRINITY_DN0_c0_g1_i5,449,0.432071,-0.154639,-0.003922,28,1.368902,58,0.098633,true,0.548015,N01885
TRINITY_DN0_c0_g1_i6,276,0.463768,-0.203125,-0.067568,19,1.335371,71,0.062988,false,NA,NA
TRINITY_DN0_c0_g1_i9,513,0.434698,-0.156951,-0.055172,32,1.353785,69,0.110596,false,NA,NA
TRINITY_DN0_c1_g1_i1,362,0.516575,0.037433,0.074286,44,1.824513,76,0.08252,true,0.591597,N01886
TRINITY_DN0_c1_g1_i2,231,0.562771,-0.076923,0.247525,34,1.87,76,0.05127,true,1.0,N01058
TRINITY_DN0_c1_g2_i1,375,0.522667,0.081633,0.061453,38,1.493711,86,0.085938,true,0.579114,N02319
TRINITY_DN1_c0_g1_i1,287,0.494774,-0.042254,0.062069,30,1.711049,61,0.06665,false,NA,NA
TRINITY_DN1_c0_g1_i2,242,0.475207,-0.026087,-0.055118,27,1.977603,80,0.055664,false,NA,NA
TRINITY_DN1_c1_g1_i1,346,0.49711,-0.023256,0.057471,39,1.825487,84,0.077148,true,0.517293,N02320
TRINITY_DN2_c0_g1_i1,334,0.520958,-0.045977,0.0625,39,1.724613,74,0.077148,false,NA,NA
TRINITY_DN2_c0_g1_i2,305,0.518033,0.037975,-0.006803,37,1.810815,74,0.069824,false,NA,NA
TRINITY_DN2_c0_g1_i3,305,0.521311,-0.006289,0.027397,36,1.737342,74,0.06958,false,NA,NA
TRINITY_DN2_c0_g1_i4,334,0.517964,-0.052023,0.093168,37,1.656124,74,0.076904,false,NA,NA
TRINITY_DN2_c0_g2_i1,255,0.47451,-0.008264,-0.223881,20,1.393443,84,0.059082,true,1.0,N02775
TRINITY_DN2_c0_g2_i2,246,0.495935,-0.032787,-0.225806,17,1.125101,81,0.056885,true,0.99187,N02776
TRINITY_DN2_c0_g2_i3,234,0.482906,0.044248,-0.206612,17,1.248588,77,0.053223,true,0.991453,N02777
TRINITY_DN2_c0_g3_i1,273,0.542125,0.0,-0.04,33,1.645179,86,0.061768,true,0.988506,N02774
TRINITY_DN16_c0_g1_i1,446,0.44843,-0.14,0.243902,35,1.592207,92,0.095215,true,0.962138,N02325
TRINITY_DN11_c0_g1_i1,310,0.403226,-0.232,-0.005405,12,1.006494,44,0.063721,true,0.464345,N01055
TRINITY_DN11_c0_g1_i2,309,0.385113,-0.210084,-0.021053,8,0.730496,37,0.0625,false,NA,NA
