contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,252,0.515873,-0.138462,0.081967,29,1.763514,84,0.057373,true,0.903226,N03045
TRINITY_DN0_c0_g1_i2,692,0.453757,0.006369,0.068783,60,1.684518,88,0.145752,true,1.0,N01922
TRINITY_DN0_c0_g2_i1,267,0.486891,-0.046154,0.109489,28,1.773245,88,0.061523,true,0.996255,N02726
TRINITY_DN0_c0_g2_i3,484,0.469008,-0.048458,0.143969,40,1.50638,90,0.085449,false,NA,NA
TRINITY_DN0_c0_g2_i5,335,0.486567,0.190184,0.325581,25,1.308185,103,0.065674,false,NA,NA
TRINITY_DN0_c0_g3_i1,312,0.483974,0.033113,-0.130435,32,1.753425,103,0.070801,true,1.0,N03043
TRINITY_DN0_c1_g1_i2,540,0.45,-0.102881,0.030303,36,1.33096,130,0.104492,true,0.083379,N02513
TRINITY_DN0_c1_g1_i3,294,0.469388,-0.289855,0.141026,18,1.213483,97,0.055908,false,NA,NA
TRINITY_DN0_c1_g1_i4,300,0.47,-0.304965,0.157233,18,1.19787,99,0.055908,false,NA,NA
TRINITY_DN0_c1_g1_i5,408,0.431373,-0.079545,-0.025862,29,1.537622,85,0.080322,true,0.083379,N02513
TRINITY_DN0_c1_g1_i8,320,0.471875,-0.350993,0.207101,18,1.152461,105,0.055908,false,NA,NA
TRINITY_DN0_c1_g1_i9,302,0.470199,-0.309859,0.1625,18,1.19289,99,0.055908,false,NA,NA
TRINITY_DN1_c0_g1_i1,810,0.485185,-0.053435,-0.160671,82,1.725105,76,0.172852,true,0.967312,N01016
TRINITY_DN5_c0_g1_i1,230,0.434783,-0.16,0.123077,20,1.888342,33,0.054443,false,NA,NA
TRINITY_DN5_c1_g1_i1,243,0.473251,0.008696,0.1875,22,1.61706,49,0.053711,false,NA,NA
TRINITY_DN5_c2_g1_i1,240,0.470833,-0.238938,0.19685,10,0.797342,79,0.044189,false,NA,NA
TRINITY_DN2_c0_g1_i1,223,0.511211,-0.140351,-0.045872,27,1.890424,73,0.051758,false,NA,NA
TRINITY_DN6_c0_g1_i1,232,0.482759,0.017857,0.016667,26,1.924083,76,0.054199,true,0.846154,N03213
TRINITY_DN10_c0_g1_i1,264,0.450758,0.109244,0.172414,27,2.037736,56,0.058105,false,NA,NA
