contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN19_c0_g1_i1,338,0.505917,0.111111,0.005988,37,1.732133,86,0.076904,true,0.991071,N00486
TRINITY_DN19_c0_g1_i2,589,0.412564,-0.078189,-0.075145,46,1.846647,100,0.126709,true,0.835067,N02374
TRINITY_DN19_c0_g1_i3,600,0.426667,-0.070313,-0.093023,46,1.69294,100,0.130859,true,0.84101,N02374
TRINITY_DN19_c0_g1_i5,338,0.52071,0.079545,0.037037,40,1.756985,89,0.078125,true,0.312169,N02378
TRINITY_DN19_c1_g1_i1,210,0.557143,-0.111111,-0.225806,28,1.739645,70,0.047363,true,0.985915,N00342
TRINITY_DN41_c0_g1_i1,445,0.404494,0.1,0.154717,25,1.38733,59,0.080811,false,NA,NA
TRINITY_DN41_c0_g1_i2,418,0.394737,0.066667,0.146245,22,1.357143,40,0.078613,false,NA,NA
TRINITY_DN41_c0_g1_i3,383,0.422977,-0.111111,0.221719,16,0.945679,77,0.064209,true,0.157265,N01023
TRINITY_DN27_c1_g1_i1,223,0.506726,0.061947,0.0,23,1.612893,65,0.050293,true,0.904977,N01696
TRINITY_DN27_c3_g1_i1,217,0.552995,0.033333,-0.092784,27,1.62931,72,0.050537,false,NA,NA
TRINITY_DN22_c0_g1_i1,351,0.390313,-0.153285,0.327103,29,2.221519,77,0.069336,true,0.213244,N02537
TRINITY_DN22_c0_g1_i3,313,0.303514,-0.136842,0.146789,12,1.696477,42,0.067871,true,0.202342,N02518
TRINITY_DN22_c0_g1_i4,655,0.361832,-0.130802,0.239234,37,1.755905,141,0.128906,true,0.462059,N02520
TRINITY_DN22_c0_g1_i6,314,0.369427,-0.172414,0.343434,24,2.308824,82,0.062012,false,NA,NA
TRINITY_DN22_c0_g1_i7,459,0.407407,-0.090909,0.338235,39,2.064706,113,0.093018,true,0.266707,N02537
TRINITY_DN29_c0_g1_i1,221,0.497738,-0.072727,-0.207207,22,1.615819,73,0.051758,true,1.0,N00343
TRINITY_DN51_c0_g1_i1,265,0.509434,-0.022222,-0.123077,22,1.280193,64,0.060791,false,NA,NA
TRINITY_DN0_c0_g1_i1,236,0.538136,0.149606,0.211009,33,1.975647,62,0.054688,false,NA,NA
TRINITY_DN0_c0_g1_i2,287,0.529617,0.157895,0.259259,36,1.834517,75,0.064697,true,0.520992,N01918
TRINITY_DN0_c0_g1_i3,215,0.544186,-0.145299,0.408163,27,1.732836,71,0.040527,false,NA,NA
TRINITY_DN0_c0_g1_i5,290,0.544828,-0.012658,0.348485,35,1.626603,96,0.057373,false,NA,NA
TRINITY_DN0_c0_g2_i1,268,0.537313,-0.111111,0.209677,29,1.517969,89,0.053711,false,NA,NA
TRINITY_DN0_c0_g2_i2,274,0.540146,-0.121622,0.206349,27,1.37127,91,0.054932,false,NA,NA
TRINITY_DN0_c0_g3_i1,243,0.539095,-0.022901,0.035714,32,1.813433,80,0.057373,true,1.0,N02799
TRINITY_DN0_c1_g1_i1,369,0.403794,-0.208054,-0.027273,22,1.528814,37,0.083008,true,0.324082,N00188
TRINITY_DN0_c2_g1_i1,206,0.524272,0.277778,-0.469388,18,1.377926,67,0.036133,false,NA,NA
TRINITY_DN9_c0_g1_i1,205,0.380488,-0.128205,-0.070866,8,1.096257,38,0.046875,false,NA,NA
TRINITY_DN9_c0_g2_i1,297,0.383838,-0.035088,-0.038251,14,1.281356,36,0.067871,true,0.257168,N02547
TRINITY_DN9_c0_g3_i1,579,0.400691,-0.094828,0.002882,34,1.476265,59,0.123779,true,0.489705,N00188
TRINITY_DN9_c2_g1_i1,213,0.539906,-0.165217,-0.081633,27,1.788246,68,0.047607,true,0.381038,N01924
TRINITY_DN9_c3_g1_i1,286,0.335664,0.020833,0.010526,11,1.366044,42,0.064209,true,0.355422,N01866
TRINITY_DN61_c1_g1_i1,543,0.521179,0.201413,-0.407692,66,1.865591,174,0.090088,false,NA,NA
TRINITY_DN3_c0_g1_i1,231,0.52381,0.123967,-0.2,22,1.4101,76,0.047363,false,NA,NA
TRINITY_DN3_c0_g2_i1,420,0.540476,-0.057269,0.067358,54,1.766355,91,0.09668,false,NA,NA
TRINITY_DN3_c0_g2_i10,420,0.535714,-0.084444,0.05641,54,1.80487,91,0.096924,false,NA,NA
TRINITY_DN3_c0_g2_i11,327,0.571865,-0.037433,-0.028571,53,1.985223,105,0.069824,false,NA,NA
TRINITY_DN3_c0_g2_i12,417,0.527578,-0.136364,-0.005076,49,1.720674,90,0.093262,true,0.367055,N00188
TRINITY_DN3_c0_g2_i14,234,0.521368,0.016393,0.071429,28,1.76129,77,0.054932,false,NA,NA
TRINITY_DN3_c0_g2_i15,285,0.533333,0.026316,0.037594,38,1.876299,94,0.067627,true,0.753138,N01702
TRINITY_DN3_c0_g2_i2,417,0.529976,-0.131222,-0.010204,46,1.5985,90,0.094238,true,0.366159,N00188
TRINITY_DN3_c0_g2_i3,310,0.548387,-0.129412,-0.085714,39,1.701858,99,0.070557,false,NA,NA
TRINITY_DN3_c0_g2_i4,417,0.532374,-0.126126,-0.015385,52,1.788371,90,0.09375,true,0.367055,N00188
TRINITY_DN3_c0_g2_i5,339,0.572271,-0.010309,-0.131034,58,2.089923,109,0.065674,false,NA,NA
TRINITY_DN3_c0_g2_i7,423,0.539007,-0.052632,0.046154,56,1.827778,92,0.096924,false,NA,NA
TRINITY_DN3_c0_g2_i8,417,0.539568,-0.12,-0.03125,53,1.771765,90,0.094238,true,0.368845,N00188
TRINITY_DN3_c1_g1_i1,258,0.29845,-0.090909,0.005525,5,0.877551,85,0.04834,false,NA,NA
TRINITY_DN3_c1_g2_i1,450,0.357778,0.006211,0.010381,15,1.041667,46,0.099609,true,0.427885,N01027
TRINITY_DN3_c2_g1_i1,292,0.39726,0.086207,-0.102273,18,1.574124,50,0.067139,false,NA,NA
TRINITY_DN14_c0_g1_i1,639,0.43662,0.046595,0.172222,52,1.711196,93,0.136963,true,0.258315,N01029
TRINITY_DN14_c0_g1_i2,244,0.491803,-0.016667,0.080645,31,2.101695,64,0.057129,true,0.264967,N01029
TRINITY_DN14_c0_g1_i3,448,0.410714,0.0,0.075758,35,1.852552,55,0.098389,true,0.503456,N01030
TRINITY_DN14_c0_g1_i4,666,0.423423,0.049645,0.104167,51,1.712687,93,0.140137,true,0.368071,N01029
TRINITY_DN14_c0_g1_i5,612,0.439542,-0.003717,0.131195,55,1.860697,64,0.136963,true,0.700461,N01030
TRINITY_DN14_c0_g1_i7,574,0.432056,0.032258,0.220859,50,1.86849,64,0.125244,true,0.742744,N00995
TRINITY_DN14_c1_g1_i1,223,0.533632,-0.008403,-0.153846,23,1.44887,72,0.052246,true,0.995516,N00385
TRINITY_DN14_c1_g1_i3,223,0.524664,-0.008547,-0.132075,22,1.433665,64,0.052002,false,NA,NA
TRINITY_DN14_c1_g1_i4,241,0.543568,0.038168,-0.145455,28,1.575163,80,0.056152,false,NA,NA
TRINITY_DN14_c1_g1_i5,223,0.511211,-0.035088,-0.137615,22,1.511864,61,0.051758,true,0.986547,N00314
TRINITY_DN14_c2_g1_i1,203,0.507389,-0.106796,-0.14,26,2.012967,57,0.048096,false,NA,NA
TRINITY_DN14_c2_g1_i2,216,0.513889,-0.063063,-0.12381,28,1.971317,61,0.051025,false,NA,NA
TRINITY_DN14_c2_g2_i1,390,0.469231,0.125683,0.043478,33,1.561893,47,0.088135,false,NA,NA
TRINITY_DN14_c2_g2_i2,390,0.45641,0.134831,0.056604,33,1.65488,47,0.087402,false,NA,NA
TRINITY_DN14_c2_g2_i3,220,0.390909,0.232558,0.029851,10,1.257862,43,0.050049,true,0.331325,N01866
TRINITY_DN14_c3_g1_i1,215,0.395349,-0.082353,0.0,12,1.438127,21,0.050293,false,NA,NA
TRINITY_DN40_c0_g1_i1,327,0.318043,-0.115385,0.2287,13,1.593328,36,0.069336,false,NA,NA
TRINITY_DN15_c0_g1_i1,723,0.39834,-0.034722,0.043678,49,1.71054,79,0.138916,true,0.713499,N02328
TRINITY_DN15_c0_g1_i2,723,0.399723,-0.031142,0.041475,51,1.767641,79,0.142578,true,0.714088,N02327
TRINITY_DN15_c0_g2_i1,304,0.483553,-0.102041,-0.095541,35,1.990273,100,0.068359,true,0.970588,N02401
TRINITY_DN15_c0_g2_i2,225,0.502222,-0.079646,-0.089286,29,2.057062,75,0.052979,false,NA,NA
TRINITY_DN15_c0_g3_i1,219,0.493151,0.018519,0.117117,21,1.577702,62,0.051025,true,1.0,N00419
TRINITY_DN15_c0_g3_i2,219,0.493151,0.018519,0.081081,22,1.65283,70,0.050049,true,0.986175,N00417
TRINITY_DN1_c0_g1_i11,363,0.534435,-0.092784,-0.053254,43,1.673349,120,0.08374,true,0.978903,N02987
TRINITY_DN1_c0_g1_i13,364,0.510989,-0.043011,-0.089888,41,1.728715,110,0.084961,false,NA,NA
TRINITY_DN1_c0_g1_i14,361,0.537396,0.0,-0.053892,44,1.688171,103,0.08374,false,NA,NA
TRINITY_DN1_c0_g1_i15,1211,0.420314,0.049116,-0.042735,82,1.53685,123,0.235596,true,0.796813,N01061
TRINITY_DN1_c0_g1_i16,364,0.538462,-0.030612,-0.130952,45,1.707139,113,0.083496,false,NA,NA
TRINITY_DN1_c0_g1_i17,369,0.542005,-0.03,-0.12426,44,1.625063,104,0.084961,false,NA,NA
TRINITY_DN1_c0_g1_i18,1220,0.418852,0.041096,-0.043724,80,1.497622,123,0.23877,true,0.780876,N01061
TRINITY_DN1_c0_g1_i19,373,0.538874,-0.004975,-0.116279,45,1.661881,107,0.085938,false,NA,NA
TRINITY_DN1_c0_g1_i21,1211,0.417836,0.039526,-0.041135,82,1.553803,123,0.238037,true,0.797809,N01061
TRINITY_DN1_c0_g1_i22,1208,0.417219,0.047619,-0.036932,81,1.544318,123,0.235352,true,0.798805,N01061
TRINITY_DN1_c0_g1_i4,1222,0.419804,0.037037,-0.049365,79,1.469331,123,0.238037,true,0.668893,N02376
TRINITY_DN1_c0_g1_i5,363,0.53168,-0.108808,-0.035294,44,1.73571,120,0.083496,false,NA,NA
TRINITY_DN1_c0_g1_i6,246,0.528455,-0.123077,-0.137931,35,2.069214,82,0.05835,false,NA,NA
TRINITY_DN1_c0_g1_i7,373,0.533512,-0.005025,-0.103448,46,1.733131,107,0.086182,false,NA,NA
TRINITY_DN1_c0_g2_i1,256,0.546875,0.142857,0.155172,31,1.653333,81,0.058838,true,1.0,N02379
TRINITY_DN1_c5_g1_i1,265,0.50566,0.044776,0.129771,25,1.478795,64,0.05957,false,NA,NA
TRINITY_DN1_c5_g1_i2,228,0.5,-0.087719,-0.017544,18,1.272953,66,0.053467,true,0.981221,N01064
TRINITY_DN1_c5_g1_i3,265,0.509434,0.037037,0.138462,26,1.514286,64,0.060059,true,0.995305,N01047
TRINITY_DN1_c5_g1_i4,265,0.509434,0.037037,0.153846,27,1.572527,64,0.060059,false,NA,NA
TRINITY_DN1_c5_g1_i5,228,0.5,-0.017544,0.017544,22,1.544335,64,0.051758,true,0.986425,N00233
TRINITY_DN1_c5_g1_i6,265,0.501887,0.037594,0.166667,25,1.500226,64,0.05957,true,0.283224,N02548
TRINITY_DN1_c5_g1_i7,265,0.513208,0.029412,0.147287,27,1.548701,64,0.060059,false,NA,NA
TRINITY_DN1_c5_g2_i1,426,0.399061,-0.164706,-0.007813,25,1.515152,50,0.093506,false,NA,NA
TRINITY_DN1_c6_g1_i1,295,0.366102,-0.037037,-0.090909,12,1.215659,53,0.064453,false,NA,NA
TRINITY_DN1_c7_g1_i1,203,0.369458,0.013333,-0.03125,7,1.010669,27,0.04541,false,NA,NA
TRINITY_DN1_c7_g2_i1,357,0.347339,0.16129,-0.012876,11,1.048878,64,0.078369,false,NA,NA
