contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,462,0.437229,-0.069307,-0.107692,45,2.047872,91,0.099121,true,0.962801,N01264
TRINITY_DN0_c0_g2_i1,258,0.488372,-0.079365,0.121212,26,1.700811,85,0.059326,false,NA,NA
TRINITY_DN0_c0_g2_i2,258,0.488372,-0.095238,0.136364,27,1.771167,85,0.060059,true,1.0,N03052
TRINITY_DN0_c0_g2_i3,839,0.417163,-0.091429,0.112474,61,1.685238,91,0.166748,true,0.254209,N02512
TRINITY_DN0_c0_g2_i4,279,0.455197,-0.11811,0.013158,25,1.754276,93,0.065918,true,0.989247,N01767
TRINITY_DN0_c0_g2_i5,264,0.534091,-0.106383,0.04065,30,1.611722,88,0.061523,true,1.0,N01764
TRINITY_DN0_c0_g2_i6,1196,0.407191,-0.043121,0.09732,89,1.798587,77,0.229248,true,0.254209,N02512
TRINITY_DN0_c0_g2_i7,584,0.452055,-0.143939,0.14375,37,1.266366,72,0.116211,true,0.24537,N02512
TRINITY_DN0_c0_g3_i1,263,0.524715,-0.173913,-0.136,21,1.196231,44,0.054932,false,NA,NA
TRINITY_DN1_c0_g1_i1,417,0.426859,0.123596,0.037657,44,2.352308,77,0.092773,true,0.96875,N02352
TRINITY_DN2_c0_g1_i1,338,0.446746,-0.046358,-0.048128,30,1.7827,88,0.07666,true,1.0,N02462
