contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN19_c0_g1_i2,541,0.539741,0.061644,-0.196787,73,1.859807,180,0.117676,true,0.985428,N03234
TRINITY_DN19_c0_g1_i3,538,0.54461,0.064846,-0.17551,72,1.812465,179,0.118896,true,0.995495,N02724
TRINITY_DN41_c0_g1_i1,406,0.598522,0.135802,-0.042945,58,1.625121,135,0.088135,true,0.995098,N02850
TRINITY_DN68_c0_g1_i1,225,0.493333,0.135135,-0.087719,24,1.785714,74,0.051758,true,1.0,N01837
TRINITY_DN27_c0_g1_i1,274,0.521898,0.118881,-0.022901,32,1.739683,75,0.063477,true,1.0,N02818
TRINITY_DN22_c0_g1_i1,330,0.512121,0.029586,-0.192547,34,1.57275,109,0.071289,true,0.887879,N03252
TRINITY_DN29_c0_g1_i1,273,0.454212,-0.193548,-0.04698,21,1.549459,90,0.063721,true,1.0,N02793
TRINITY_DN57_c0_g1_i1,252,0.460317,0.086207,-0.073529,23,1.735849,83,0.058105,true,1.0,N02746
TRINITY_DN51_c0_g1_i1,285,0.473684,-0.140741,0.04,34,2.169727,94,0.063232,true,1.0,N03048
TRINITY_DN0_c0_g1_i1,430,0.453488,0.015385,-0.046809,41,1.855008,80,0.098877,true,0.985965,N02569
TRINITY_DN0_c0_g1_i2,379,0.451187,-0.017544,-0.028846,34,1.763273,80,0.08667,false,NA,NA
TRINITY_DN0_c0_g1_i3,399,0.448622,0.005587,0.018182,34,1.693633,69,0.090088,true,1.0,N02677
TRINITY_DN46_c0_g1_i1,303,0.564356,-0.076023,0.030303,35,1.459136,100,0.068359,true,1.0,N02854
TRINITY_DN9_c0_g1_i1,329,0.495441,0.030675,-0.024096,45,2.231013,109,0.071777,true,0.99697,N02998
TRINITY_DN9_c0_g2_i1,348,0.482759,0.035714,-0.022222,39,1.925926,115,0.077881,true,0.991228,N03279
TRINITY_DN9_c0_g2_i2,348,0.479885,0.017964,0.005525,41,2.047059,115,0.077393,true,0.991228,N03280
TRINITY_DN59_c0_g1_i1,210,0.490476,-0.106796,0.009346,22,1.762014,69,0.048828,true,1.0,N02624
TRINITY_DN61_c0_g1_i1,417,0.443645,-0.027027,0.025862,37,1.804561,138,0.095215,true,1.0,N03240
TRINITY_DN3_c0_g1_i1,288,0.451389,0.215385,-0.025316,25,1.787044,96,0.063232,true,0.993056,N02829
TRINITY_DN3_c0_g1_i2,288,0.451389,0.215385,-0.025316,24,1.715562,96,0.063232,true,0.989474,N02830
TRINITY_DN3_c0_g1_i3,276,0.474638,0.282443,-0.02069,27,1.887538,92,0.061523,true,0.996377,N02831
TRINITY_DN14_c0_g1_i1,386,0.479275,0.005405,-0.024876,35,1.579009,79,0.087646,true,0.963824,N02330
TRINITY_DN14_c0_g1_i3,375,0.469333,0.0,-0.095477,33,1.598011,77,0.083984,true,0.962766,N02331
TRINITY_DN36_c0_g1_i1,324,0.570988,-0.081081,0.007194,41,1.562824,107,0.074951,true,1.0,N03267
TRINITY_DN60_c0_g1_i1,225,0.502222,-0.044248,-0.017857,25,1.765537,75,0.051025,true,1.0,N03051
TRINITY_DN40_c0_g1_i1,309,0.511327,0.075949,-0.139073,34,1.693151,102,0.06543,true,1.0,N03000
TRINITY_DN15_c0_g1_i1,282,0.510638,0.097222,0.086957,40,2.196689,93,0.06543,true,1.0,N02847
TRINITY_DN1_c0_g1_i1,300,0.526667,-0.025316,-0.239437,39,1.875902,99,0.068604,true,1.0,N03281
TRINITY_DN1_c0_g2_i1,309,0.527508,-0.042945,-0.328767,43,2.004072,102,0.070313,true,1.0,N02798
TRINITY_DN66_c0_g1_i1,273,0.487179,-0.022556,0.042857,28,1.729412,91,0.061279,true,1.0,N03238
TRINITY_DN32_c0_g1_i1,442,0.429864,-0.073684,-0.277778,29,1.42803,83,0.095215,true,0.995495,N01876
TRINITY_DN5_c0_g1_i1,258,0.472868,-0.081967,0.0,18,1.256494,85,0.057617,true,1.0,N03283
TRINITY_DN5_c0_g1_i2,258,0.476744,-0.089431,0.007407,19,1.306503,85,0.057129,true,1.0,N03282
TRINITY_DN30_c0_g1_i1,207,0.478261,-0.090909,-0.037037,20,1.703704,68,0.047852,true,1.0,N03217
TRINITY_DN63_c0_g1_i1,312,0.451923,0.06383,0.087719,22,1.386667,103,0.071533,true,1.0,N03266
TRINITY_DN44_c0_g1_i1,348,0.557471,0.010309,0.0,52,1.923469,115,0.079346,true,1.0,N03229
TRINITY_DN37_c0_g1_i1,234,0.581197,0.044118,-0.081633,31,1.571831,78,0.05249,true,1.0,N03201
TRINITY_DN12_c0_g1_i1,599,0.475793,-0.017544,-0.025478,53,1.563892,199,0.124756,true,0.9,N03259
TRINITY_DN12_c0_g1_i2,543,0.467772,0.03937,0.051903,48,1.61848,180,0.115967,true,0.708333,N03259
TRINITY_DN54_c0_g1_i1,321,0.489097,0.019108,-0.02439,31,1.615422,106,0.07251,true,1.0,N03239
TRINITY_DN50_c0_g1_i1,279,0.498208,-0.107914,-0.085714,26,1.519481,92,0.062988,true,1.0,N03243
TRINITY_DN33_c0_g1_i1,279,0.526882,0.07483,0.090909,34,1.765823,92,0.062012,true,1.0,N03265
TRINITY_DN49_c0_g1_i1,618,0.592233,0.005464,0.039683,107,1.974618,206,0.124268,true,0.990385,N02944
TRINITY_DN7_c0_g1_i1,258,0.492248,0.133858,-0.19084,33,2.15,85,0.060303,true,1.0,N03249
TRINITY_DN7_c0_g2_i4,619,0.478191,0.067568,-0.083591,54,1.533021,205,0.127686,true,0.996779,N03244
TRINITY_DN7_c0_g2_i5,470,0.508511,0.046025,-0.064935,54,1.781053,156,0.101318,true,0.853002,N03248
TRINITY_DN7_c0_g3_i1,420,0.547619,-0.026087,0.115789,46,1.461864,139,0.087402,true,0.992908,N03286
TRINITY_DN8_c0_g1_i1,371,0.528302,0.112245,0.017143,38,1.48666,123,0.081055,true,0.994609,N03056
TRINITY_DN8_c0_g1_i3,359,0.537604,0.129534,0.012048,41,1.60758,119,0.078857,true,0.997214,N03057
TRINITY_DN8_c0_g1_i5,369,0.525745,0.103093,0.005714,37,1.466645,123,0.081299,true,1.0,N03062
TRINITY_DN8_c0_g1_i7,371,0.522911,0.092784,-0.016949,40,1.590909,123,0.082764,true,0.994609,N03061
TRINITY_DN8_c0_g2_i1,377,0.541114,0.127451,-0.017341,46,1.694382,125,0.082275,true,1.0,N03054
TRINITY_DN8_c0_g3_i1,381,0.538058,0.112195,0.0,45,1.652689,126,0.084473,true,0.997375,N03059
TRINITY_DN43_c0_g1_i1,374,0.518717,-0.051546,-0.1,56,2.231884,124,0.086182,true,0.997333,N03047
TRINITY_DN42_c0_g1_i1,249,0.502008,0.056,0.016129,27,1.726502,82,0.059326,true,1.0,N03227
TRINITY_DN65_c0_g1_i1,216,0.5,-0.12963,0.037037,26,1.958842,72,0.04834,true,1.0,N02844
