contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN109_c0_g1_i1,792,0.414141,-0.012195,0.060345,58,1.708166,66,0.169189,true,0.978643,N02184
TRINITY_DN19_c0_g1_i1,350,0.428571,-0.04,0.02,26,1.62037,74,0.080811,false,NA,NA
TRINITY_DN19_c0_g2_i1,227,0.471366,-0.009346,-0.133333,30,2.379455,51,0.050537,true,0.369818,N00090
TRINITY_DN19_c1_g1_i1,299,0.454849,-0.058824,-0.006135,35,2.27105,85,0.067871,false,NA,NA
TRINITY_DN22_c0_g1_i1,264,0.348485,0.065217,0.151163,12,1.50356,27,0.061035,true,0.293981,N00987
TRINITY_DN22_c0_g1_i2,406,0.362069,0.061224,0.104247,19,1.433296,40,0.090088,false,NA,NA
TRINITY_DN22_c0_g2_i1,253,0.355731,-0.022222,0.104294,15,1.875,43,0.057861,true,0.426146,N00098
TRINITY_DN22_c1_g1_i1,409,0.444988,-0.065934,-0.07489,42,2.083445,107,0.091309,true,0.625592,N00095
TRINITY_DN22_c3_g1_i1,236,0.394068,-0.032258,-0.104895,19,2.075926,47,0.054688,true,0.292441,N00096
TRINITY_DN22_c4_g1_i1,236,0.470339,-0.081081,-0.12,26,2.005229,78,0.053955,false,NA,NA
TRINITY_DN29_c0_g1_i2,401,0.36409,0.123288,-0.309804,18,1.375381,64,0.07666,true,0.220645,N02542
TRINITY_DN29_c0_g1_i6,548,0.399635,0.16895,-0.31307,29,1.364354,73,0.102539,true,0.220645,N02542
TRINITY_DN0_c0_g1_i1,695,0.417266,0.0,0.081481,53,1.751962,95,0.144043,true,0.862121,N00499
TRINITY_DN0_c0_g1_i10,509,0.467583,-0.008403,0.055351,48,1.725424,90,0.114014,true,0.988124,N00446
TRINITY_DN0_c0_g1_i11,304,0.5,0.039474,0.013158,32,1.686839,88,0.06958,true,0.778761,N00073
TRINITY_DN0_c0_g1_i12,318,0.45283,0.069444,-0.011494,29,1.787556,57,0.071533,true,0.808108,N00064
TRINITY_DN0_c0_g1_i13,235,0.442553,-0.057692,0.068702,17,1.482375,66,0.052979,true,0.526442,N00443
TRINITY_DN0_c0_g1_i15,449,0.461024,0.05314,0.033058,42,1.7654,74,0.098389,true,0.939467,N00452
TRINITY_DN0_c0_g1_i16,180,0.416667,-0.013333,0.161905,12,1.536273,60,0.04126,false,NA,NA
TRINITY_DN0_c0_g1_i19,410,0.470732,0.067358,0.004608,44,1.946063,70,0.089844,false,NA,NA
TRINITY_DN0_c0_g1_i2,741,0.394062,-0.054795,0.042316,51,1.778233,69,0.148926,true,0.954545,N00499
TRINITY_DN0_c0_g1_i20,803,0.404732,-0.009231,0.066946,54,1.642251,87,0.162598,true,0.873578,N00054
TRINITY_DN0_c0_g1_i21,487,0.468172,0.078947,0.050193,41,1.546032,107,0.107178,true,0.983444,N02476
TRINITY_DN0_c0_g1_i23,446,0.430493,0.0,0.070866,37,1.790582,75,0.100342,true,0.92399,N00446
TRINITY_DN0_c0_g1_i25,561,0.440285,0.044534,0.0,49,1.805873,95,0.121826,true,0.689394,N00499
TRINITY_DN0_c0_g1_i26,841,0.404281,0.0,0.037924,62,1.804221,89,0.168701,true,0.87037,N00083
TRINITY_DN0_c0_g1_i27,465,0.466667,0.096774,0.016129,48,1.913908,89,0.101807,false,NA,NA
TRINITY_DN0_c0_g1_i28,281,0.480427,-0.081481,0.082192,27,1.676315,78,0.065674,false,NA,NA
TRINITY_DN0_c0_g1_i30,411,0.462287,-0.042105,0.095023,37,1.687979,58,0.094482,true,0.952494,N00446
TRINITY_DN0_c0_g1_i34,541,0.44732,0.049587,0.036789,49,1.815063,92,0.119385,true,0.657143,N00455
TRINITY_DN0_c0_g1_i36,719,0.385257,-0.025271,0.067873,46,1.7253,61,0.144287,true,0.801768,N02190
TRINITY_DN0_c0_g1_i37,565,0.431858,0.081967,0.015576,49,1.872633,89,0.12207,true,0.972973,N00064
TRINITY_DN0_c0_g1_i4,690,0.417391,0.006944,0.119403,51,1.69713,90,0.142334,true,0.79617,N00196
TRINITY_DN0_c0_g1_i5,328,0.496951,0.006135,0.006061,32,1.580247,95,0.07373,false,NA,NA
TRINITY_DN0_c0_g1_i6,819,0.409035,-0.044776,0.061983,61,1.78425,90,0.168213,true,0.883692,N00054
TRINITY_DN0_c0_g1_i7,382,0.47644,0.032967,0.04,37,1.708656,108,0.084961,false,NA,NA
TRINITY_DN0_c0_g1_i8,208,0.418269,-0.034483,0.157025,10,1.100529,69,0.046875,false,NA,NA
TRINITY_DN0_c0_g1_i9,490,0.45102,0.058824,0.055762,44,1.771861,93,0.106201,true,0.958838,N00452
TRINITY_DN0_c4_g1_i1,221,0.330317,0.09589,0.0,11,1.841667,34,0.04834,false,NA,NA
TRINITY_DN0_c6_g1_i1,671,0.345753,0.206897,-0.29385,34,1.771273,86,0.118164,true,0.115901,N02541
TRINITY_DN0_c6_g2_i1,487,0.377823,0.097826,-0.0033,22,1.278063,91,0.098389,true,0.093441,N02510
TRINITY_DN0_c7_g1_i1,214,0.359813,-0.012987,-0.211679,11,1.588394,30,0.047607,false,NA,NA
TRINITY_DN0_c7_g1_i2,327,0.388379,0.023622,-0.14,17,1.379404,51,0.071533,false,NA,NA
TRINITY_DN0_c8_g1_i1,217,0.483871,0.142857,0.017857,22,1.768148,64,0.048096,false,NA,NA
TRINITY_DN0_c10_g1_i1,208,0.432692,0.044444,0.067797,18,1.852548,54,0.048584,false,NA,NA
