contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN116_c1_g1_i1,279,0.512545,-0.132867,0.088235,34,1.888889,92,0.063721,true,1.0,N03046
TRINITY_DN187_c0_g1_i1,218,0.504587,0.054545,0.074074,35,2.529841,69,0.049316,true,0.46712,N00448
TRINITY_DN181_c0_g1_i1,345,0.307246,0.207547,-0.422594,10,1.283482,79,0.066895,true,0.079361,N02541
TRINITY_DN120_c1_g1_i1,795,0.413836,0.009119,-0.055794,58,1.704117,66,0.169434,true,0.979899,N02184
TRINITY_DN140_c0_g1_i1,201,0.472637,0.010526,-0.113208,19,1.692819,66,0.045654,true,1.0,N01751
TRINITY_DN19_c0_g1_i1,290,0.358621,0.019231,0.129032,14,1.502035,71,0.066162,true,0.3625,N02188
TRINITY_DN41_c0_g1_i1,211,0.327014,-0.188406,0.197183,9,1.654181,62,0.047607,true,0.264411,N00990
TRINITY_DN27_c0_g1_i1,268,0.33209,-0.101124,0.139665,7,0.957143,34,0.056396,false,NA,NA
TRINITY_DN27_c1_g1_i1,334,0.482036,0.080745,0.109827,35,1.815781,104,0.074707,false,NA,NA
TRINITY_DN57_c0_g1_i1,255,0.423529,0.074074,0.020408,17,1.494828,31,0.05957,false,NA,NA
TRINITY_DN0_c0_g1_i1,263,0.463878,0.114754,-0.078014,30,2.148693,87,0.060303,true,0.906103,N02719
TRINITY_DN0_c0_g1_i2,276,0.478261,0.106061,-0.069444,30,1.922452,91,0.063721,true,1.0,N02712
TRINITY_DN0_c0_g2_i1,209,0.473684,0.090909,-0.036364,23,1.978189,69,0.047607,true,0.985714,N02711
TRINITY_DN0_c1_g1_i1,239,0.523013,-0.152,0.035088,28,1.753669,79,0.05542,true,0.825871,N01538
TRINITY_DN0_c2_g1_i1,777,0.48906,-0.126316,0.062972,71,1.55295,247,0.113281,false,NA,NA
TRINITY_DN0_c2_g1_i11,208,0.451923,0.553191,-0.438596,5,0.678408,69,0.031006,false,NA,NA
TRINITY_DN0_c2_g1_i12,586,0.479522,0.081851,-0.121311,54,1.613831,96,0.096191,true,0.055667,N02541
TRINITY_DN0_c2_g1_i15,879,0.439135,-0.139896,0.099391,75,1.805175,142,0.14502,true,0.055667,N02541
TRINITY_DN0_c2_g1_i19,750,0.488,0.185792,-0.151042,66,1.530944,164,0.118652,true,0.055667,N02541
TRINITY_DN0_c2_g1_i20,580,0.456897,0.328302,-0.155556,64,2.369765,141,0.0896,false,NA,NA
TRINITY_DN0_c2_g1_i23,827,0.488513,-0.079208,0.035461,74,1.509273,194,0.113281,false,NA,NA
TRINITY_DN0_c2_g1_i25,493,0.444219,-0.178082,0.124088,29,1.231438,54,0.0979,true,0.062232,N02541
TRINITY_DN0_c2_g1_i27,764,0.441099,-0.186944,0.105386,66,1.840292,122,0.133057,true,0.095661,N02510
TRINITY_DN0_c2_g1_i28,296,0.432432,0.015625,0.321429,21,1.517949,86,0.049316,false,NA,NA
TRINITY_DN0_c2_g1_i3,242,0.438017,0.150943,0.029412,12,1.057923,59,0.047852,true,0.039354,N02510
TRINITY_DN0_c2_g1_i30,391,0.429668,0.047619,-0.004484,29,1.610653,93,0.079102,true,0.030676,N02510
TRINITY_DN0_c2_g1_i31,263,0.467681,-0.105691,0.057143,22,1.547059,42,0.053467,true,0.062232,N02541
TRINITY_DN0_c2_g1_i33,415,0.409639,0.211765,-0.191837,12,0.721635,70,0.075195,true,0.055667,N02541
TRINITY_DN0_c2_g1_i34,760,0.497368,-0.132275,0.125654,70,1.515842,253,0.116943,false,NA,NA
TRINITY_DN0_c2_g1_i35,306,0.428105,-0.435115,0.108571,7,0.615871,62,0.049316,true,0.055667,N02541
TRINITY_DN0_c2_g1_i36,1085,0.477419,0.092664,-0.079365,101,1.647771,134,0.168457,true,0.044198,N02510
TRINITY_DN0_c2_g1_i38,1158,0.444732,-0.11068,0.073095,105,1.856506,194,0.184326,true,0.044198,N02510
TRINITY_DN0_c2_g1_i40,249,0.413655,0.398058,-0.136986,10,1.115591,82,0.042725,false,NA,NA
TRINITY_DN0_c2_g1_i41,638,0.426332,-0.139706,0.076503,29,1.020237,54,0.112305,true,0.055667,N02541
TRINITY_DN0_c2_g1_i44,609,0.497537,0.115512,-0.058824,61,1.640422,134,0.09082,false,NA,NA
TRINITY_DN0_c2_g1_i45,428,0.422897,0.20442,-0.174089,22,1.199796,77,0.078613,true,0.055667,N02541
TRINITY_DN0_c2_g1_i46,268,0.470149,0.111111,-0.042254,23,1.572449,43,0.054199,true,0.062518,N02541
TRINITY_DN0_c2_g1_i5,491,0.501018,-0.186992,0.346939,58,1.950548,155,0.06543,false,NA,NA
TRINITY_DN0_c2_g1_i9,449,0.414254,0.27957,-0.13308,12,0.675781,60,0.075928,true,0.055667,N02541
TRINITY_DN0_c2_g2_i1,418,0.368421,0.0,0.030303,18,1.269017,91,0.090088,true,0.078103,N02510
TRINITY_DN0_c3_g1_i1,219,0.465753,-0.117647,-0.094017,20,1.707602,58,0.050049,true,0.798942,N02475
TRINITY_DN0_c5_g1_i1,214,0.425234,0.076923,-0.02439,15,1.559767,53,0.048584,false,NA,NA
TRINITY_DN0_c5_g1_i2,251,0.442231,-0.045045,0.0,20,1.633051,53,0.054932,true,0.565068,N02508
TRINITY_DN0_c10_g1_i1,279,0.419355,0.059829,-0.037037,20,1.636364,30,0.0625,false,NA,NA
TRINITY_DN0_c11_g1_i1,268,0.458955,-0.219512,0.324138,17,1.265556,83,0.054688,false,NA,NA
TRINITY_DN0_c14_g1_i1,251,0.49004,0.089431,0.109375,30,2.00693,83,0.058105,false,NA,NA
TRINITY_DN46_c1_g1_i1,340,0.420588,-0.076923,-0.076142,33,2.207792,55,0.078857,true,0.538961,N00093
TRINITY_DN9_c0_g1_i1,350,0.457143,-0.05,-0.031579,34,1.864035,50,0.078613,false,NA,NA
TRINITY_DN9_c0_g1_i2,394,0.461929,-0.087912,-0.056604,41,1.965924,65,0.089111,false,NA,NA
TRINITY_DN9_c0_g1_i3,623,0.398074,-0.056452,-0.098667,44,1.788478,65,0.134277,true,0.856155,N00989
TRINITY_DN9_c0_g2_i1,552,0.378623,0.043062,-0.084548,34,1.721835,64,0.116943,true,0.628205,N00081
TRINITY_DN9_c1_g1_i1,235,0.476596,-0.321429,0.447154,10,0.835704,77,0.026367,false,NA,NA
TRINITY_DN9_c1_g1_i2,1094,0.396709,-0.092166,0.030303,87,2.038553,104,0.201416,true,0.28547,N02541
TRINITY_DN9_c1_g1_i3,231,0.47619,-0.309091,0.438017,10,0.844298,76,0.026367,false,NA,NA
TRINITY_DN9_c2_g1_i1,1391,0.443566,-0.089141,-0.069767,86,1.26701,149,0.257813,true,0.267407,N02510
TRINITY_DN9_c5_g1_i1,219,0.493151,-0.185185,-0.027027,23,1.788707,72,0.05127,false,NA,NA
TRINITY_DN9_c6_g1_i1,223,0.466368,-0.038462,0.02521,22,1.817037,74,0.050049,false,NA,NA
TRINITY_DN59_c0_g1_i1,311,0.33119,0.145631,-0.192308,11,1.317797,32,0.063721,false,NA,NA
TRINITY_DN3_c0_g1_i1,305,0.47541,0.02069,0.0625,25,1.451275,63,0.068359,true,0.37284,N00083
TRINITY_DN3_c0_g2_i1,289,0.467128,0.066667,0.012987,17,1.083113,74,0.063965,false,NA,NA
TRINITY_DN3_c0_g2_i4,289,0.463668,0.044776,0.006452,16,1.032143,74,0.063965,true,0.330222,N02189
TRINITY_DN3_c0_g3_i1,297,0.481481,-0.034965,-0.012987,35,2.03584,48,0.065918,true,0.412342,N00084
TRINITY_DN3_c0_g3_i2,347,0.489914,0.035294,0.028249,40,1.923503,64,0.077637,true,0.485273,N00084
TRINITY_DN3_c0_g3_i4,451,0.436807,0.005076,0.055118,38,1.76644,74,0.097656,true,0.619777,N00060
TRINITY_DN3_c2_g1_i1,281,0.466192,0.038168,-0.053333,30,1.967787,51,0.0625,false,NA,NA
TRINITY_DN3_c3_g1_i1,276,0.438406,0.041322,-0.006452,27,2.039409,91,0.061768,false,NA,NA
TRINITY_DN14_c0_g1_i1,205,0.317073,-0.138462,0.214286,4,0.791506,68,0.043457,false,NA,NA
TRINITY_DN14_c0_g1_i2,518,0.459459,0.008403,0.021429,51,1.865678,67,0.112549,true,0.595326,N00062
TRINITY_DN14_c0_g1_i3,609,0.436782,-0.022556,0.090379,52,1.791176,67,0.127441,true,0.635916,N00062
TRINITY_DN14_c0_g2_i1,230,0.326087,-0.173333,0.058065,15,2.529326,35,0.04834,true,0.270992,N00076
TRINITY_DN14_c0_g2_i2,223,0.327354,-0.178082,0.026667,13,2.247287,36,0.047363,true,0.26242,N00078
TRINITY_DN14_c0_g3_i1,473,0.384778,-0.021978,0.079038,35,2.000121,93,0.103271,true,0.592732,N02187
TRINITY_DN14_c2_g1_i1,328,0.429878,0.007092,0.026738,24,1.583903,39,0.074707,false,NA,NA
TRINITY_DN14_c3_g1_i1,217,0.423963,0.0,-0.072,12,1.230624,72,0.049561,false,NA,NA
TRINITY_DN60_c1_g1_i1,264,0.367424,0.072165,-0.053892,18,2.030769,75,0.059326,false,NA,NA
TRINITY_DN60_c3_g1_i1,235,0.348936,0.219512,-0.24183,12,1.7625,51,0.050049,false,NA,NA
TRINITY_DN60_c3_g1_i2,234,0.350427,0.243902,-0.25,10,1.480076,29,0.050049,true,0.306061,N00498
TRINITY_DN1_c0_g1_i18,387,0.485788,-0.12766,-0.075377,42,1.869995,109,0.086426,false,NA,NA
TRINITY_DN1_c0_g1_i2,847,0.413223,-0.091429,-0.078471,66,1.840759,68,0.178711,true,0.949074,N00987
TRINITY_DN1_c0_g1_i21,678,0.438053,-0.111111,-0.097113,65,2.023416,105,0.148438,true,0.924714,N00097
TRINITY_DN1_c0_g1_i23,388,0.481959,-0.165775,-0.104478,43,1.962362,109,0.087158,false,NA,NA
TRINITY_DN1_c0_g1_i24,839,0.415971,-0.077364,-0.069388,66,1.829457,68,0.179443,true,0.952047,N00991
TRINITY_DN1_c0_g1_i25,231,0.471861,-0.045872,-0.098361,29,2.260121,57,0.053223,false,NA,NA
TRINITY_DN1_c0_g1_i27,502,0.47012,-0.076271,-0.052632,47,1.704399,76,0.110107,true,0.727554,N00102
TRINITY_DN1_c0_g1_i28,453,0.476821,-0.037037,-0.021097,46,1.788977,120,0.095947,true,0.492503,N02183
TRINITY_DN1_c0_g1_i29,779,0.409499,-0.084639,-0.1,55,1.696294,128,0.16626,true,0.92437,N00092
TRINITY_DN1_c0_g1_i30,575,0.391304,0.004444,-0.108571,37,1.681021,65,0.127197,true,0.582233,N00092
TRINITY_DN1_c0_g1_i36,863,0.419467,-0.093923,-0.093812,70,1.860372,105,0.183594,true,0.959108,N00096
TRINITY_DN1_c0_g1_i37,393,0.475827,-0.112299,-0.029126,41,1.866659,118,0.087891,false,NA,NA
TRINITY_DN1_c0_g1_i39,515,0.372816,-0.010417,-0.089783,35,1.95605,80,0.113525,false,NA,NA
TRINITY_DN1_c0_g1_i40,375,0.370667,0.035971,-0.228814,22,1.710199,49,0.083984,false,NA,NA
TRINITY_DN1_c0_g1_i42,437,0.453089,-0.020202,0.020921,45,2.007247,145,0.096191,true,0.488453,N00089
TRINITY_DN1_c0_g1_i46,378,0.365079,-0.043478,-0.125,17,1.352273,43,0.083496,true,0.301146,N00203
TRINITY_DN1_c0_g1_i49,711,0.414909,-0.057627,-0.105769,51,1.672247,102,0.154785,true,0.816133,N00986
TRINITY_DN1_c0_g1_i51,772,0.427461,-0.048485,-0.095023,61,1.73381,127,0.162598,true,0.850058,N02183
TRINITY_DN1_c0_g1_i54,546,0.448718,-0.102041,-0.049834,54,1.985455,138,0.120117,true,0.800327,N00097
TRINITY_DN1_c0_g1_i55,443,0.480813,-0.107981,-0.017391,46,1.817841,127,0.096436,true,0.533156,N00200
TRINITY_DN1_c0_g1_i58,696,0.422414,-0.081633,-0.054726,61,1.977918,120,0.1521,true,0.751732,N00089
TRINITY_DN1_c0_g1_i59,434,0.486175,-0.118483,-0.085202,47,1.858757,124,0.096191,true,0.579779,N00095
TRINITY_DN1_c0_g1_i60,772,0.419689,-0.061728,-0.116071,62,1.830783,67,0.165039,true,0.898369,N00091
