contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN156_c0_g1_i1,206,0.402913,-0.060241,0.235772,9,1.08042,60,0.046143,true,0.041574,N02510
TRINITY_DN156_c1_g1_i1,378,0.439153,-0.072289,-0.056604,26,1.434116,88,0.084717,true,0.07447,N02510
TRINITY_DN133_c0_g1_i1,520,0.440385,-0.091703,-0.010309,41,1.64,89,0.11499,true,0.631179,N00981
TRINITY_DN133_c1_g1_i1,424,0.459906,0.046154,0.048035,37,1.653806,72,0.091797,false,NA,NA
TRINITY_DN126_c0_g1_i1,203,0.310345,-0.015873,0.157143,1,0.204637,43,0.044922,false,NA,NA
TRINITY_DN126_c0_g2_i1,213,0.347418,-0.216216,0.266187,2,0.326437,65,0.041992,false,NA,NA
TRINITY_DN126_c1_g1_i1,237,0.417722,0.030303,0.101449,17,1.645833,32,0.054932,false,NA,NA
TRINITY_DN126_c2_g1_i1,284,0.376761,0.009346,-0.186441,15,1.48847,41,0.063721,false,NA,NA
TRINITY_DN168_c0_g1_i1,273,0.380952,0.057692,0.147929,14,1.418182,43,0.063477,false,NA,NA
TRINITY_DN112_c1_g1_i1,222,0.490991,-0.06422,-0.061947,35,2.626775,74,0.050049,false,NA,NA
TRINITY_DN129_c0_g1_i1,204,0.338235,0.101449,-0.214815,7,1.212224,29,0.043457,false,NA,NA
TRINITY_DN129_c1_g1_i1,400,0.4075,0.042945,0.021097,26,1.568627,53,0.088867,false,NA,NA
TRINITY_DN129_c1_g1_i2,438,0.429224,0.085106,0.064,38,1.897401,63,0.0979,true,0.637879,N00500
TRINITY_DN166_c0_g1_i1,207,0.400966,-0.204819,0.354839,7,0.878182,68,0.039795,false,NA,NA
TRINITY_DN165_c0_g1_i1,240,0.466667,-0.017857,-0.078125,17,1.301435,80,0.053711,false,NA,NA
TRINITY_DN142_c0_g1_i1,293,0.416382,0.016393,-0.005848,27,2.126613,46,0.068115,true,0.283582,N00090
TRINITY_DN142_c1_g1_i1,350,0.377143,-0.106061,-0.119266,23,1.86905,35,0.079102,false,NA,NA
TRINITY_DN102_c0_g1_i1,257,0.357977,-0.021739,-0.212121,8,0.972104,34,0.057617,true,0.079126,N02396
TRINITY_DN146_c1_g1_i1,264,0.356061,-0.212766,-0.105882,12,1.502134,30,0.060303,false,NA,NA
TRINITY_DN104_c0_g1_i1,403,0.414392,-0.017964,0.050847,40,2.312769,74,0.092773,false,NA,NA
TRINITY_DN104_c1_g1_i1,230,0.391304,0.022222,0.0,12,1.363636,64,0.053467,false,NA,NA
TRINITY_DN104_c1_g1_i2,288,0.375,0.037037,0.044444,15,1.483516,69,0.06665,false,NA,NA
TRINITY_DN327_c1_g1_i1,201,0.472637,0.010526,-0.113208,19,1.692819,66,0.045654,true,1.0,N01751
TRINITY_DN346_c0_g1_i1,324,0.33642,-0.009174,0.311628,14,1.527273,35,0.066162,true,0.31164,N00988
TRINITY_DN391_c0_g1_i1,212,0.349057,-0.135135,-0.057971,11,1.735119,42,0.047852,true,0.323529,N00102
TRINITY_DN407_c0_g1_i1,203,0.477833,-0.030928,-0.018868,24,2.073191,67,0.043945,false,NA,NA
TRINITY_DN389_c0_g1_i1,279,0.512545,-0.132867,0.088235,34,1.888889,92,0.063721,true,1.0,N03046
TRINITY_DN41_c0_g1_i1,238,0.327731,-0.025641,0.1875,4,0.626316,47,0.05249,true,0.298246,N00061
TRINITY_DN27_c0_g1_i1,446,0.412556,-0.01087,-0.053435,31,1.6337,51,0.095947,true,0.709386,N00442
TRINITY_DN27_c1_g1_i1,283,0.459364,-0.030769,0.084967,29,1.944326,93,0.061768,true,0.361538,N00198
TRINITY_DN27_c1_g2_i1,207,0.497585,-0.106796,-0.076923,26,2.052632,68,0.046387,true,1.0,N01644
TRINITY_DN27_c1_g3_i1,201,0.522388,-0.085714,-0.0625,26,1.910088,66,0.046631,true,1.0,N01538
TRINITY_DN22_c0_g1_i1,300,0.45,-0.022222,0.042424,30,1.976285,77,0.067871,true,0.820728,N00070
TRINITY_DN22_c0_g2_i1,233,0.44206,-0.029126,-0.076923,24,2.110189,77,0.053955,true,0.279279,N00055
TRINITY_DN22_c1_g1_i1,486,0.450617,0.068493,-0.003745,38,1.547511,64,0.106445,true,0.949153,N00452
TRINITY_DN22_c4_g1_i1,328,0.405488,0.007519,-0.005128,25,1.854365,72,0.072266,false,NA,NA
TRINITY_DN29_c0_g1_i1,238,0.378151,-0.177778,-0.027027,19,2.305966,63,0.043213,false,NA,NA
TRINITY_DN57_c0_g1_i1,222,0.369369,-0.04878,-0.042857,15,1.985689,36,0.051758,true,0.25731,N00991
TRINITY_DN57_c0_g1_i2,434,0.357143,-0.045161,-0.125448,23,1.665332,33,0.097412,true,0.483796,N00987
TRINITY_DN57_c0_g1_i3,433,0.371824,-0.080745,-0.117647,24,1.614166,33,0.09668,true,0.494213,N00987
TRINITY_DN57_c0_g1_i4,254,0.354331,-0.066667,-0.073171,15,1.889881,33,0.059082,false,NA,NA
TRINITY_DN57_c1_g1_i1,242,0.533058,-0.271318,-0.132743,32,2.009341,79,0.055664,true,0.325823,N00099
TRINITY_DN51_c0_g1_i1,254,0.437008,0.063063,0.020979,30,2.483703,57,0.059082,true,0.419966,N00100
TRINITY_DN46_c0_g1_i1,259,0.474903,0.105691,-0.073529,24,1.662032,85,0.058105,true,0.317343,N02186
TRINITY_DN9_c1_g1_i1,240,0.5,0.033333,0.083333,25,1.668521,79,0.05542,true,0.682857,N00072
TRINITY_DN9_c1_g2_i1,321,0.46729,-0.04,-0.005848,32,1.82906,64,0.072266,false,NA,NA
TRINITY_DN9_c1_g2_i2,315,0.473016,-0.006711,-0.036145,33,1.872973,104,0.072021,true,1.0,N02484
TRINITY_DN61_c1_g1_i1,221,0.502262,-0.081081,0.054545,29,2.094444,73,0.049316,false,NA,NA
TRINITY_DN25_c0_g1_i1,261,0.482759,-0.095238,-0.111111,28,1.858124,56,0.057617,false,NA,NA
TRINITY_DN25_c2_g1_i1,215,0.469767,0.049505,0.035088,24,2.028302,70,0.050049,true,0.927083,N02703
TRINITY_DN14_c0_g1_i1,340,0.476471,-0.024691,-0.05618,37,1.91856,77,0.076904,false,NA,NA
TRINITY_DN14_c2_g1_i1,216,0.462963,0.04,-0.017241,18,1.557692,71,0.049805,true,0.701987,N02477
TRINITY_DN14_c3_g1_i1,263,0.498099,-0.038168,-0.045455,25,1.534781,56,0.058594,true,0.317343,N02186
TRINITY_DN14_c4_g1_i1,215,0.502326,0.0,-0.028037,31,2.285665,71,0.050049,false,NA,NA
TRINITY_DN36_c0_g1_i1,464,0.469828,-0.073394,-0.056911,52,2.041804,149,0.103027,true,0.693523,N00095
TRINITY_DN36_c0_g1_i2,290,0.506897,-0.088435,-0.062937,40,2.164179,96,0.067383,true,0.803519,N00088
TRINITY_DN36_c1_g1_i1,208,0.451923,0.06383,-0.017544,23,2.174545,69,0.047852,false,NA,NA
TRINITY_DN40_c0_g1_i1,401,0.386534,-0.019355,-0.130081,20,1.335776,49,0.086426,true,0.486027,N00079
TRINITY_DN40_c0_g1_i2,326,0.377301,0.056911,-0.142857,15,1.297082,53,0.070068,false,NA,NA
TRINITY_DN40_c0_g1_i3,426,0.380282,0.037037,-0.121212,20,1.300366,43,0.09082,true,0.518041,N00199
TRINITY_DN40_c0_g2_i1,209,0.320574,0.164179,-0.28169,9,1.722527,55,0.046387,false,NA,NA
TRINITY_DN40_c0_g3_i1,281,0.323843,0.142857,-0.2,9,1.247041,39,0.061035,true,0.348371,N00058
TRINITY_DN40_c1_g1_i1,228,0.425439,-0.072165,0.114504,13,1.266667,71,0.050781,false,NA,NA
