contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN188_c1_g1_i1,210,0.490476,-0.106796,0.009346,22,1.762014,69,0.048828,true,1.0,N02624
TRINITY_DN161_c0_g1_i1,252,0.460317,0.086207,-0.073529,23,1.735849,83,0.058105,true,1.0,N02746
TRINITY_DN133_c1_g1_i1,588,0.484694,0.052632,-0.141914,55,1.597037,195,0.121826,true,0.884058,N03244
TRINITY_DN180_c1_g1_i1,347,0.550432,-0.078534,0.141026,46,1.761033,115,0.077148,true,0.781532,N02724
TRINITY_DN117_c0_g1_i1,268,0.526119,0.007092,0.181102,27,1.455936,89,0.055664,false,NA,NA
TRINITY_DN178_c0_g1_i1,273,0.487179,-0.022556,0.042857,28,1.729412,91,0.061279,true,1.0,N03238
TRINITY_DN182_c3_g1_i1,279,0.498208,-0.107914,-0.085714,26,1.519481,92,0.062988,true,1.0,N03243
TRINITY_DN195_c0_g1_i1,225,0.493333,0.135135,-0.087719,24,1.785714,74,0.051758,true,1.0,N01837
TRINITY_DN158_c3_g1_i1,348,0.557471,0.010309,0.0,52,1.923469,115,0.079346,true,1.0,N03229
TRINITY_DN198_c1_g1_i1,330,0.512121,0.029586,-0.192547,34,1.57275,109,0.071289,true,0.887879,N03252
TRINITY_DN187_c1_g1_i1,234,0.581197,0.044118,-0.081633,31,1.571831,78,0.05249,true,1.0,N03201
TRINITY_DN181_c2_g1_i1,312,0.451923,0.06383,0.087719,22,1.386667,103,0.071533,true,1.0,N03266
TRINITY_DN110_c0_g1_i1,257,0.525292,-0.140741,-0.065574,30,1.726377,62,0.058594,false,NA,NA
TRINITY_DN186_c1_g1_i1,417,0.443645,-0.027027,0.025862,37,1.804561,138,0.095215,true,1.0,N03240
TRINITY_DN184_c0_g1_i1,204,0.504902,-0.145631,-0.485149,27,2.121726,68,0.046143,false,NA,NA
TRINITY_DN184_c1_g1_i1,221,0.542986,0.033333,-0.089109,32,1.96663,73,0.050781,true,0.736667,N03281
TRINITY_DN190_c0_g1_i1,249,0.457831,-0.087719,0.007407,16,1.235732,82,0.056396,true,1.0,N03215
TRINITY_DN179_c2_g1_i1,375,0.52,-0.05641,-0.1,56,2.216125,124,0.086426,true,1.0,N03047
TRINITY_DN185_c1_g1_i1,579,0.592401,0.072886,-0.016949,99,1.95929,193,0.121826,true,1.0,N02999
TRINITY_DN183_c2_g1_i1,306,0.529412,0.012346,-0.027778,39,1.819207,102,0.06665,true,1.0,N03275
TRINITY_DN405_c2_g1_i1,324,0.570988,-0.081081,0.007194,41,1.562824,107,0.074951,true,1.0,N03267
TRINITY_DN368_c0_g1_i1,207,0.478261,-0.090909,-0.037037,20,1.703704,68,0.047852,true,1.0,N03217
TRINITY_DN421_c1_g1_i1,225,0.542222,0.065574,0.145631,27,1.639676,74,0.05127,true,1.0,N03274
TRINITY_DN363_c1_g1_i1,264,0.462121,0.229508,0.014085,20,1.497872,87,0.060791,true,1.0,N02835
TRINITY_DN412_c1_g1_i1,339,0.587021,-0.165829,0.0,68,2.394267,112,0.07666,true,1.0,N03002
TRINITY_DN410_c0_g1_i1,243,0.555556,0.037037,-0.037037,19,1.014725,80,0.052734,false,NA,NA
TRINITY_DN361_c1_g1_i1,408,0.598039,-0.131148,0.04878,58,1.617719,136,0.088623,true,1.0,N02850
TRINITY_DN364_c1_g1_i1,309,0.511327,0.075949,-0.139073,34,1.693151,102,0.06543,true,1.0,N03000
TRINITY_DN409_c1_g1_i1,279,0.526882,0.07483,0.090909,34,1.765823,92,0.062012,true,1.0,N03265
TRINITY_DN406_c0_g1_i1,264,0.522727,-0.115942,-0.15873,26,1.461358,87,0.061768,true,1.0,N03258
