contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,807,0.486989,0.053435,0.169082,82,1.718716,76,0.172852,true,0.985258,N01015
TRINITY_DN2_c0_g1_i1,266,0.492481,-0.053435,0.125926,28,1.741,87,0.061035,true,0.988764,N00015
TRINITY_DN4_c0_g1_i1,484,0.47314,-0.039301,0.129412,43,1.589916,90,0.085449,false,NA,NA
TRINITY_DN4_c0_g1_i2,271,0.487085,0.0,0.122302,29,1.804178,89,0.062256,true,0.978022,N03213
TRINITY_DN4_c0_g1_i3,272,0.485294,0.015152,0.071429,32,1.998622,90,0.063232,false,NA,NA
TRINITY_DN4_c0_g1_i5,654,0.461774,-0.178808,0.142045,42,1.244473,100,0.108643,true,0.249589,N02513
TRINITY_DN4_c0_g1_i6,337,0.489614,-0.054545,0.05814,28,1.39051,103,0.061523,false,NA,NA
TRINITY_DN4_c0_g2_i1,267,0.441948,0.033898,-0.020134,20,1.535807,52,0.054199,false,NA,NA
TRINITY_DN4_c0_g3_i1,335,0.486567,0.190184,0.337209,25,1.308185,103,0.06543,false,NA,NA
TRINITY_DN4_c0_g4_i1,328,0.493902,-0.024691,0.012048,34,1.700778,86,0.073242,true,0.950758,N02727
TRINITY_DN4_c0_g4_i2,684,0.457602,0.003195,0.083558,60,1.675649,88,0.143799,true,0.986994,N01922
TRINITY_DN4_c0_g5_i1,277,0.516245,-0.132867,0.104478,34,1.875348,91,0.063232,true,0.992832,N03045
