contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,650,0.452308,0.14966,-0.101124,42,1.292308,72,0.130859,true,0.246212,N02512
TRINITY_DN0_c0_g1_i2,329,0.519757,0.122807,0.037975,35,1.599306,100,0.076172,true,0.996212,N01764
TRINITY_DN0_c0_g1_i3,403,0.451613,0.065934,0.095023,36,1.759612,88,0.090088,true,1.0,N02462
TRINITY_DN0_c0_g2_i1,465,0.436559,0.073892,0.114504,45,2.04226,91,0.099121,true,0.964989,N01264
TRINITY_DN0_c0_g2_i2,417,0.426859,0.123596,0.037657,44,2.352308,77,0.092773,true,0.96875,N02352
TRINITY_DN0_c0_g2_i3,204,0.357843,0.013699,0.175573,20,3.063063,32,0.043457,false,NA,NA
TRINITY_DN0_c0_g3_i1,258,0.488372,0.095238,-0.136364,27,1.771167,85,0.060059,true,1.0,N03052
TRINITY_DN9_c0_g1_i1,1180,0.404237,-0.027254,0.083926,87,1.806122,77,0.228271,true,0.25463,N02512
TRINITY_DN9_c1_g1_i1,377,0.501326,0.100529,0.053191,29,1.236765,77,0.081543,true,0.087121,N02512
TRINITY_DN9_c1_g1_i2,202,0.475248,-0.083333,-0.169811,14,1.236014,67,0.046143,true,0.77907,N02723
TRINITY_DN3_c0_g1_i1,257,0.463035,0.07563,-0.028986,24,1.752273,85,0.060791,true,0.921147,N01767
TRINITY_DN16_c0_g1_i1,243,0.444444,-0.074074,-0.022222,27,2.262414,47,0.056396,false,NA,NA
