contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN19_c0_g1_i1,201,0.532338,-0.121495,0.191489,25,1.781915,67,0.044434,true,1.0,N01810
TRINITY_DN27_c0_g1_i1,407,0.493857,0.044776,-0.048544,44,1.776587,81,0.091553,true,0.961259,N02346
TRINITY_DN22_c0_g1_i1,210,0.442857,-0.032258,0.008547,21,2.041667,64,0.049072,true,0.789256,N01281
TRINITY_DN22_c0_g1_i2,226,0.424779,0.020833,0.076923,18,1.766392,66,0.052734,true,0.807547,N01271
TRINITY_DN22_c1_g1_i1,247,0.461538,0.017544,0.067669,21,1.596983,78,0.056396,true,0.581461,N00137
TRINITY_DN0_c0_g1_i10,210,0.42381,-0.011236,-0.190083,16,1.69697,69,0.048584,false,NA,NA
TRINITY_DN0_c0_g1_i11,249,0.445783,-0.081081,0.028986,20,1.627451,82,0.054932,true,0.893162,N02586
TRINITY_DN0_c0_g1_i12,276,0.478261,0.045455,0.111111,28,1.777778,41,0.0625,false,NA,NA
TRINITY_DN0_c0_g1_i14,457,0.503282,0.069565,0.0837,52,1.805638,98,0.102051,true,0.893617,N01307
TRINITY_DN0_c0_g1_i17,478,0.493724,-0.008475,0.033058,49,1.682252,105,0.107178,true,0.922535,N00958
TRINITY_DN0_c0_g1_i3,442,0.470588,0.038462,0.059829,39,1.596111,93,0.095703,true,0.886957,N01881
TRINITY_DN0_c0_g1_i5,323,0.442724,0.020979,0.155556,26,1.643444,106,0.072998,false,NA,NA
TRINITY_DN0_c0_g1_i6,504,0.496032,0.04,0.086614,56,1.809231,113,0.111816,true,0.912134,N01357
TRINITY_DN0_c0_g2_i1,230,0.452174,-0.173077,0.047619,21,1.841403,76,0.051758,true,0.602122,N00517
TRINITY_DN0_c0_g3_i1,304,0.470395,-0.090909,0.142857,32,1.918738,82,0.068848,true,0.629474,N01879
TRINITY_DN0_c1_g1_i1,298,0.459732,0.021898,-0.068323,31,1.969723,77,0.068115,true,0.961538,N02757
TRINITY_DN0_c6_g1_i1,256,0.519531,0.007519,0.186992,24,1.389417,55,0.058838,true,0.6175,N01367
TRINITY_DN0_c6_g2_i1,261,0.498084,0.107692,0.160305,28,1.75,69,0.058838,false,NA,NA
TRINITY_DN3_c0_g1_i1,263,0.536122,0.106383,0.0,29,1.552096,87,0.060059,true,0.984848,N00234
TRINITY_DN3_c0_g1_i2,260,0.523077,0.132353,-0.032258,28,1.602465,86,0.059326,true,0.992248,N01777
TRINITY_DN3_c0_g2_i1,255,0.509804,0.015385,-0.024,30,1.81108,84,0.05957,true,1.0,N01776
TRINITY_DN14_c0_g1_i1,226,0.530973,0.066667,0.037736,30,1.891741,75,0.051514,true,0.995025,N01811
TRINITY_DN14_c0_g1_i2,225,0.533333,-0.016667,0.066667,32,2.000556,74,0.052734,true,0.995025,N01808
TRINITY_DN14_c0_g1_i4,223,0.55157,0.02439,0.06,33,1.946825,74,0.05127,true,0.985075,N01794
TRINITY_DN15_c2_g1_i1,408,0.480392,-0.05102,-0.04717,41,1.74632,55,0.092773,false,NA,NA
TRINITY_DN15_c2_g1_i10,437,0.457666,-0.06,0.054852,40,1.754316,55,0.095459,false,NA,NA
