contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN0_c0_g1_i1,396,0.517677,0.043902,0.036649,42,1.586115,131,0.088379,true,0.994949,N02897
TRINITY_DN0_c0_g1_i12,349,0.512894,0.050279,-0.035294,39,1.703504,115,0.079834,false,NA,NA
TRINITY_DN0_c0_g1_i15,330,0.545455,0.077778,0.013333,42,1.721525,110,0.074219,false,NA,NA
TRINITY_DN0_c0_g1_i17,393,0.506361,0.105528,0.072165,41,1.645863,130,0.088623,true,0.962366,N02852
TRINITY_DN0_c0_g1_i18,375,0.512,0.104167,0.092896,46,1.892277,124,0.081543,true,0.931298,N02894
TRINITY_DN0_c0_g1_i19,387,0.514212,0.095477,-0.053191,39,1.538532,128,0.084961,true,0.971576,N02901
TRINITY_DN0_c0_g1_i2,354,0.5,0.028249,0.028249,34,1.53795,117,0.080322,true,0.988506,N02962
TRINITY_DN0_c0_g1_i21,349,0.492837,0.034884,-0.028249,34,1.606335,115,0.080078,true,0.997135,N02891
TRINITY_DN0_c0_g1_i24,316,0.518987,0.04878,-0.144737,37,1.742993,104,0.07251,true,0.801223,N02959
TRINITY_DN0_c0_g1_i25,342,0.48538,0.036145,-0.045455,31,1.540988,113,0.078369,false,NA,NA
TRINITY_DN0_c0_g1_i27,349,0.507163,0.050847,-0.023256,39,1.74232,115,0.080566,true,0.991379,N02882
TRINITY_DN0_c0_g1_i28,220,0.540909,0.008403,-0.148515,27,1.677966,73,0.050781,false,NA,NA
TRINITY_DN0_c0_g1_i32,321,0.514019,0.042424,-0.128205,39,1.842655,106,0.074463,true,0.801223,N02959
TRINITY_DN0_c0_g1_i34,303,0.524752,0.031447,-0.013889,34,1.631612,101,0.070313,false,NA,NA
TRINITY_DN0_c0_g1_i35,342,0.479532,0.04878,-0.044944,32,1.631485,113,0.078125,true,0.947368,N02889
TRINITY_DN0_c0_g1_i38,354,0.488701,0.028902,-0.016575,36,1.704655,117,0.081299,true,0.997175,N02892
TRINITY_DN0_c0_g1_i8,387,0.514212,0.095477,-0.031915,39,1.538532,128,0.085693,true,0.992248,N02900
TRINITY_DN0_c0_g1_i9,391,0.488491,0.015707,0.05,37,1.586642,130,0.087646,true,0.994911,N02887
TRINITY_DN14_c1_g1_i1,384,0.505208,-0.020619,0.042105,36,1.469856,127,0.084717,true,1.0,N02903
TRINITY_DN1_c0_g1_i1,215,0.534884,-0.026087,0.04,24,1.561743,71,0.049316,false,NA,NA
TRINITY_DN2_c0_g1_i1,257,0.474708,-0.081967,-0.17037,24,1.668831,84,0.058105,true,0.653944,N02886
TRINITY_DN11_c0_g1_i1,453,0.591611,0.149254,0.048649,78,2.012645,150,0.098633,true,1.0,N02895
TRINITY_DN13_c0_g1_i1,423,0.63357,-0.067164,0.006452,81,1.916811,140,0.091553,true,1.0,N02896
