contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN134_c1_g1_i1,232,0.400862,0.204301,-0.079137,13,1.455598,18,0.053467,false,NA,NA
TRINITY_DN143_c0_g1_i1,381,0.509186,0.041237,0.016043,35,1.419674,91,0.083496,false,NA,NA
TRINITY_DN188_c0_g1_i2,386,0.450777,0.149425,-0.04717,30,1.564865,36,0.088379,false,NA,NA
TRINITY_DN153_c0_g1_i1,463,0.442765,0.053659,-0.031008,39,1.723654,102,0.103516,true,0.373171,N02524
TRINITY_DN133_c1_g1_i1,277,0.505415,-0.114286,-0.021898,31,1.775641,76,0.064453,false,NA,NA
TRINITY_DN108_c0_g1_i1,264,0.356061,-0.276596,0.294118,16,2.070588,50,0.056641,true,0.169811,N02518
TRINITY_DN168_c0_g1_i1,215,0.35814,-0.194805,0.449275,11,1.658485,71,0.037598,false,NA,NA
TRINITY_DN178_c0_g1_i1,289,0.318339,-0.130435,-0.106599,10,1.389423,53,0.053467,false,NA,NA
TRINITY_DN128_c1_g1_i1,227,0.537445,-0.04918,-0.12381,30,1.834591,63,0.052246,true,1.0,N00495
TRINITY_DN103_c0_g1_i1,415,0.315663,-0.129771,0.133803,12,1.180654,47,0.084717,true,0.241338,N01026
TRINITY_DN201_c0_g1_i1,207,0.362319,0.2,-0.469697,9,1.38,69,0.037109,false,NA,NA
TRINITY_DN140_c0_g1_i1,343,0.358601,0.00813,-0.018182,14,1.269699,51,0.07666,false,NA,NA
TRINITY_DN114_c0_g1_i1,203,0.438424,0.033708,-0.122807,15,1.539434,56,0.046875,true,0.280387,N02327
TRINITY_DN114_c1_g1_i1,201,0.547264,-0.090909,0.208791,29,1.943,66,0.047607,true,0.97549,N02404
TRINITY_DN179_c0_g1_i1,339,0.483776,0.231707,0.12,34,1.81141,47,0.076416,true,0.799107,N00486
TRINITY_DN142_c0_g1_i1,355,0.394366,0.114286,-0.330233,24,1.761787,69,0.071289,false,NA,NA
TRINITY_DN101_c1_g1_i1,222,0.396396,-0.022727,0.358209,13,1.491473,73,0.050537,false,NA,NA
